SEQ,X,Y,Z
685,0.07,-0.27,0.97
686,0.07,-0.27,0.97
687,0.07,-0.27,0.97
688,0.07,-0.27,0.97
689,0.07,-0.27,0.97
690,0.07,-0.27,0.97
691,0.07,-0.27,0.97
692,0.07,-0.27,0.97
693,0.07,-0.27,0.97
694,0.07,-0.27,0.97
695,0.07,-0.27,0.97
696,0.07,-0.27,1.01
697,0.07,-0.29,1.01
698,0.07,-0.29,1.01
699,0.07,-0.29,1.01
700,0.1,-0.23,0.93
701,0.1,-0.23,0.93
702,0.1,-0.23,0.93
703,0.1,-0.23,0.93
704,0.1,-0.23,0.93
705,0.1,-0.23,0.93
706,0.1,-0.23,0.93
707,0.1,-0.23,0.93
708,0.1,-0.23,0.93
709,0.1,-0.23,0.93
710,0.1,-0.23,0.93
711,0.1,-0.23,0.95
712,0.09,-0.21,0.95
713,0.09,-0.21,0.95
714,0.09,-0.21,0.95
715,0.09,-0.21,0.95
716,0.09,-0.21,0.95
717,0.09,-0.21,0.95
718,0.09,-0.21,0.95
719,0.09,-0.21,0.95
720,0.09,-0.21,0.95
721,0.09,-0.21,0.95
722,0.09,-0.21,0.95
723,0.09,-0.21,0.98
724,0.1,-0.23,0.98
725,0.1,-0.23,0.98
726,0.1,-0.23,0.98
727,0.1,-0.23,0.98
728,0.1,-0.23,0.98
729,0.1,-0.23,0.98
730,0.1,-0.23,0.98
731,0.1,-0.23,0.98
732,0.1,-0.23,0.98
733,0.1,-0.23,0.98
734,0.1,-0.23,0.98
735,0.1,-0.23,0.99
736,0.1,-0.23,0.98
737,0.1,-0.23,0.98
738,0.1,-0.23,0.98
739,0.1,-0.23,0.98
740,0.1,-0.23,0.98
741,0.1,-0.23,0.98
742,0.1,-0.23,0.98
743,0.1,-0.23,0.98
744,0.1,-0.23,0.98
745,0.1,-0.23,0.98
746,0.1,-0.23,0.98
747,0.1,-0.23,0.98
748,0.1,-0.21,0.96
749,0.1,-0.21,0.96
750,0.09,-0.23,0.98
751,0.09,-0.23,0.98
752,0.09,-0.23,0.98
753,0.09,-0.23,0.98
754,0.09,-0.21,0.93
755,0.11,-0.22,0.93
756,0.11,-0.22,0.93
757,0.11,-0.22,0.93
758,0.11,-0.22,0.93
759,0.11,-0.22,0.93
760,0.11,-0.22,0.93
761,0.11,-0.22,0.93
762,0.11,-0.22,0.93
763,0.11,-0.22,0.93
764,0.11,-0.22,0.93
765,0.11,-0.22,0.93
766,0.11,-0.22,0.93
767,0.13,-0.21,0.93
768,0.13,-0.21,0.93
769,0.13,-0.21,0.93
770,0.13,-0.21,0.93
771,0.13,-0.21,0.93
772,0.13,-0.21,0.93
773,0.13,-0.21,0.93
774,0.13,-0.21,0.93
775,0.13,-0.21,0.93
776,0.13,-0.21,0.93
777,0.13,-0.21,0.93
778,0.13,-0.21,0.97
779,0.13,-0.22,0.97
780,0.13,-0.22,0.97
781,0.13,-0.22,0.97
782,0.13,-0.22,0.97
783,0.13,-0.22,0.97
784,0.13,-0.22,0.97
785,0.13,-0.22,0.97
786,0.13,-0.22,0.97
787,0.13,-0.22,0.97
788,0.13,-0.22,0.97
789,0.13,-0.22,0.97
790,0.13,-0.22,0.96
791,0.11,-0.23,0.96
792,0.11,-0.23,0.96
793,0.11,-0.23,0.96
794,0.11,-0.23,0.96
795,0.11,-0.23,0.96
796,0.11,-0.23,0.96
797,0.11,-0.23,0.96
798,0.11,-0.23,0.96
799,0.11,-0.23,0.96
800,0.09,-0.23,0.96
801,0.07,-0.23,0.94
802,0.07,-0.23,0.94
803,0.07,-0.23,0.94
804,0.07,-0.23,0.94
805,0.07,-0.23,0.94
806,0.07,-0.23,0.94
807,0.07,-0.23,0.94
808,0.07,-0.23,0.94
809,0.07,-0.23,0.94
810,0.07,-0.23,0.94
811,0.07,-0.23,0.94
812,0.07,-0.23,0.92
813,0.09,-0.22,0.92
814,0.09,-0.22,0.92
815,0.09,-0.22,0.92
816,0.09,-0.22,0.92
817,0.09,-0.22,0.92
818,0.09,-0.22,0.92
819,0.09,-0.22,0.92
820,0.09,-0.22,0.92
821,0.09,-0.22,0.92
822,0.09,-0.22,0.92
823,0.09,-0.22,0.92
824,0.09,-0.22,0.92
825,0.17,-0.2,0.99
826,0.17,-0.2,0.99
827,0.17,-0.2,0.99
828,0.17,-0.2,0.99
829,0.17,-0.2,0.99
830,0.17,-0.2,0.99
831,0.17,-0.2,0.99
832,0.17,-0.2,0.99
833,0.17,-0.2,0.99
834,0.17,-0.2,0.99
835,0.17,-0.2,0.99
836,0.17,-0.2,0.99
837,0.15,-0.21,0.97
838,0.15,-0.21,0.97
839,0.15,-0.21,0.97
840,0.15,-0.21,0.97
841,0.15,-0.21,0.97
842,0.15,-0.21,0.97
843,0.15,-0.21,0.97
844,0.15,-0.21,0.97
845,0.15,-0.21,0.97
846,0.15,-0.21,0.97
847,0.15,-0.21,0.97
848,0.15,-0.21,0.97
849,0.15,-0.21,1.01
850,0.14,-0.19,0.97
851,0.09,-0.19,0.97
852,0.09,-0.19,0.97
853,0.09,-0.19,0.97
854,0.09,-0.19,0.97
855,0.09,-0.19,0.97
856,0.09,-0.19,0.97
857,0.09,-0.19,0.97
858,0.09,-0.19,0.97
859,0.09,-0.19,0.97
860,0.09,-0.19,0.97
861,0.09,-0.19,0.97
862,0.09,-0.19,0.97
863,0.09,-0.19,0.97
864,0.09,-0.19,0.97
865,0.09,-0.19,0.97
866,0.09,-0.19,0.97
867,0.09,-0.19,0.97
868,0.09,-0.19,0.97
869,0.09,-0.19,0.97
870,0.09,-0.17,0.96
871,0.09,-0.17,0.96
872,0.09,-0.17,0.96
873,0.09,-0.17,0.96
874,0.09,-0.17,0.96
875,0.09,-0.17,0.96
876,0.09,-0.17,0.96
877,0.09,-0.17,0.96
878,0.09,-0.17,0.96
879,0.09,-0.17,0.96
880,0.09,-0.17,0.96
881,0.09,-0.17,0.96
882,0.09,-0.17,0.97
883,0.09,-0.17,0.97
884,0.09,-0.17,0.97
885,0.09,-0.17,0.97
886,0.09,-0.17,0.97
887,0.09,-0.17,0.97
888,0.09,-0.17,0.97
889,0.09,-0.17,0.97
890,0.09,-0.17,0.97
891,0.09,-0.17,0.97
892,0.09,-0.17,0.97
893,0.09,-0.17,0.97
894,0.06,-0.18,0.95
895,0.06,-0.18,0.95
896,0.06,-0.18,0.95
897,0.06,-0.18,0.95
898,0.06,-0.18,0.95
899,0.06,-0.18,0.95
900,0.13,-0.19,0.97
901,0.13,-0.19,0.97
902,0.13,-0.19,0.97
903,0.13,-0.19,0.97
904,0.13,-0.19,0.97
905,0.13,-0.19,0.97
906,0.13,-0.19,0.97
907,0.13,-0.18,0.95
908,0.12,-0.18,0.95
909,0.12,-0.18,0.95
910,0.12,-0.18,0.95
911,0.12,-0.18,0.95
912,0.12,-0.18,0.95
913,0.12,-0.18,0.95
914,0.12,-0.18,0.95
915,0.12,-0.18,0.95
916,0.12,-0.18,0.95
917,0.12,-0.18,0.95
918,0.12,-0.18,0.95
919,0.12,-0.18,0.95
920,0.12,-0.18,0.95
921,0.12,-0.18,0.95
922,0.12,-0.18,0.95
923,0.12,-0.18,0.95
924,0.12,-0.18,0.95
925,0.12,-0.18,0.95
926,0.12,-0.18,0.95
927,0.12,-0.18,0.95
