SEQ,X,Y,Z
431,0.01,-0.29,1.15
432,-0.08,-0.33,1.15
433,-0.08,-0.33,1.15
434,-0.08,-0.33,1.15
435,-0.08,-0.33,1.15
436,-0.08,-0.33,1.15
437,-0.08,-0.33,1.15
438,-0.08,-0.33,1.15
439,-0.08,-0.33,1.15
440,-0.08,-0.33,1.15
441,-0.08,-0.33,1.15
442,-0.08,-0.33,1.15
443,-0.08,-0.33,0.94
444,-0.13,-0.35,0.94
445,-0.13,-0.35,0.94
446,-0.13,-0.35,0.94
447,-0.13,-0.35,0.94
448,-0.13,-0.35,0.94
449,-0.13,-0.35,0.94
450,-0.09,-0.35,0.83
451,-0.09,-0.35,0.83
452,-0.09,-0.35,0.83
453,-0.09,-0.35,0.83
454,-0.09,-0.35,0.83
455,-0.09,-0.35,0.83
456,-0.12,-0.3,0.89
457,-0.12,-0.3,0.89
458,-0.12,-0.3,0.89
459,-0.12,-0.3,0.89
460,-0.12,-0.3,0.89
461,-0.12,-0.3,0.89
462,-0.12,-0.3,0.89
463,-0.12,-0.3,0.89
464,-0.12,-0.3,0.89
465,-0.12,-0.3,0.89
466,-0.12,-0.3,0.89
467,-0.12,-0.3,0.89
468,-0.08,-0.29,0.85
469,-0.08,-0.29,0.85
470,-0.08,-0.29,0.85
471,-0.08,-0.29,0.85
472,-0.08,-0.29,0.85
473,-0.08,-0.29,0.85
474,-0.08,-0.29,0.85
475,-0.08,-0.29,0.85
476,-0.08,-0.29,0.85
477,-0.08,-0.29,0.85
478,-0.08,-0.29,0.85
479,-0.08,-0.29,0.85
480,-0.08,-0.31,0.93
481,-0.04,-0.31,0.93
482,-0.04,-0.31,0.93
483,-0.04,-0.31,0.93
484,-0.04,-0.31,0.93
485,-0.04,-0.31,0.93
486,-0.04,-0.31,0.93
487,-0.04,-0.31,0.93
488,-0.04,-0.31,0.93
489,-0.04,-0.31,0.93
490,-0.04,-0.31,0.93
491,-0.04,-0.31,0.93
492,-0.04,-0.3,0.94
493,-0.05,-0.3,0.94
494,-0.05,-0.3,0.94
495,-0.05,-0.3,0.94
496,-0.05,-0.3,0.94
497,-0.05,-0.3,0.94
498,-0.05,-0.3,0.94
499,-0.05,-0.3,0.94
500,-0.01,-0.35,0.97
501,-0.01,-0.35,0.97
502,-0.01,-0.35,0.97
503,-0.01,-0.35,0.97
504,-0.01,-0.35,0.97
505,-0.01,-0.34,0.97
506,-0.01,-0.34,0.97
507,-0.01,-0.34,0.97
508,-0.01,-0.34,0.97
509,-0.01,-0.34,0.97
510,-0.01,-0.34,0.97
511,-0.01,-0.34,0.97
