SEQ,X,Y,Z
495,0.08,-0.04,0.95
496,0.08,-0.04,0.95
497,0.08,-0.04,0.95
498,0.08,-0.04,0.95
499,0.06,-0.06,1.02
500,0.01,0.01,0.99
501,0.01,0.01,0.99
502,0.01,0.01,0.99
503,0.01,0.01,0.99
504,0.01,0.01,0.99
505,0.01,0.01,0.99
506,0.01,0.01,0.99
507,0.01,0.01,0.99
508,0.01,0.01,0.99
509,0.01,0.01,0.99
510,0.01,0.01,0.99
511,0.01,0,0.98
512,0.01,0,0.98
513,0.01,0,0.98
514,0.01,0,0.98
515,0.01,0,0.98
516,0.01,0,0.98
517,0.01,0,0.98
518,0.01,0,0.98
519,0.01,0,0.98
520,0.01,0,0.98
521,0.01,0,0.98
522,0.01,0,0.98
523,0.01,0,0.98
524,-0,0,0.98
525,-0,0,0.98
526,-0,0,0.98
527,-0,0,0.98
528,-0,0,0.98
529,-0,0,0.98
530,-0,0,0.98
531,-0,0,0.98
532,-0,0,0.98
533,-0,0,0.98
534,-0,0,0.98
535,0.02,0.03,0.96
536,0.02,0.03,0.96
537,0.02,0.03,0.96
538,0.02,0.03,0.96
539,0.02,0.03,0.96
540,0.02,0.03,0.96
541,0.02,0.03,0.96
542,0.02,0.03,0.96
543,0.02,0.03,0.96
544,0.02,0.03,0.96
545,0.02,0.03,0.96
546,0.02,0.03,1.01
547,0.05,0.03,1.01
548,0.05,0.03,1.01
549,0.05,0.03,1.01
550,0.03,0.04,0.98
551,0.02,0.02,0.94
552,0.02,0.02,0.94
553,0.02,0.02,0.94
554,0.02,0.02,0.94
555,0.02,0.02,0.94
556,0.02,0.02,0.94
557,0.02,0.02,0.94
558,0.02,0.02,0.94
559,0.02,0.02,0.94
560,0.02,0.02,0.94
561,0.02,0.02,0.94
562,0.02,0.02,0.94
563,0.02,0,0.97
564,0.02,0,0.97
565,0.02,0,0.97
566,0.02,0,0.97
567,0.02,0,0.97
568,0.02,0,0.97
569,0.02,0,0.97
570,0.02,0,0.97
571,0.02,0,0.97
572,0.02,0,0.97
573,0.02,0,0.97
574,0.02,0,0.97
575,0.02,0,0.96
576,0.03,0,0.96
577,0.03,0,0.96
578,0.03,0,0.96
579,0.03,0,0.96
580,0.03,0,0.96
581,0.03,0,0.96
582,0.03,0,0.96
583,0.03,0,0.96
584,0.03,0,0.96
585,0.03,0,0.96
586,0.03,0,0.96
587,0.03,-0.01,1.01
588,0.02,-0.01,1.01
589,0.02,-0.01,1.01
590,0.02,-0.01,1.01
591,0.02,-0.01,1.01
592,0.02,-0.01,1.01
593,0.02,-0.01,1.01
594,0.02,-0.01,1.01
595,0.02,-0.01,1.01
596,0.02,-0.01,1.01
597,0.02,-0.01,1.01
598,0.02,-0.01,1.01
599,0.02,-0.01,1
600,0.01,-0.01,0.99
601,0.02,-0.01,0.99
602,0.02,-0.01,0.99
603,0.02,-0.01,0.99
604,0.02,-0.01,0.99
605,0.02,-0.01,0.99
606,0.02,-0.01,0.99
607,0.02,-0.01,0.99
608,0.02,-0.01,1
609,0.02,-0.01,1
610,0.02,-0.01,1
611,0.02,-0.01,1
612,0.02,-0.01,1
613,0.02,-0.01,1
614,0.02,-0.01,1
615,0.02,-0.01,1
616,0.02,-0.01,1
617,0.02,-0.01,1
618,0.02,-0.01,1
619,0.02,-0.01,1
620,0.04,-0.01,1
621,0.04,-0.01,1
622,0.04,-0.01,1
623,0.04,-0.01,1
624,0.04,-0.01,1
625,0.04,-0.01,1
626,0.04,-0.01,1
627,0.04,-0.01,1
628,0.04,-0.01,1
629,0.04,-0.01,1
630,0.04,-0.01,1
631,0.04,-0.01,0.97
632,0.04,-0.01,0.98
633,0.04,-0.01,0.98
634,0.04,-0.01,0.98
635,0.04,-0.01,0.98
636,0.04,-0.01,0.98
637,0.04,-0.01,0.98
638,0.04,-0.01,0.98
639,0.04,-0.01,0.98
640,0.04,-0.01,0.98
641,0.04,-0.01,0.98
642,0.04,-0.01,0.98
643,0.04,-0.01,0.98
644,0.02,-0.01,0.98
645,0.02,-0.01,0.98
646,0.02,-0.01,0.98
647,0.02,-0.01,0.98
648,0.02,-0.01,0.98
649,0.02,-0.01,0.98
650,0.02,-0.01,0.99
651,0.03,0,0.97
652,0.03,0,0.97
653,0.03,0,0.97
654,0.03,0,0.97
655,0.03,0,0.97
656,0.03,0,0.97
657,0.03,0,0.97
658,0.03,0,0.97
659,0.03,0,0.97
660,0.03,0,0.97
661,0.03,0,0.97
662,0.03,0,0.97
663,0.05,-0.01,0.99
664,0.05,-0.01,0.99
665,0.05,-0.01,0.99
666,0.05,-0.01,0.99
667,0.05,-0.01,0.99
668,0.05,-0.01,0.99
669,0.05,-0.01,0.99
670,0.05,-0.01,0.99
671,0.05,-0.01,0.99
672,0.05,-0.01,0.99
673,0.05,-0.01,0.99
674,0.05,-0.01,0.99
675,0.05,-0.01,0.96
676,0.05,-0.01,0.96
677,0.05,-0.01,0.96
678,0.05,-0.01,0.96
679,0.05,-0.01,0.96
680,0.05,-0.01,0.96
681,0.05,-0.01,0.96
682,0.05,-0.01,0.96
683,0.05,-0.01,0.96
684,0.05,-0.01,0.96
685,0.05,-0.01,0.96
686,0.05,-0.01,0.96
687,0.02,-0.02,0.99
688,0.02,-0.02,0.99
689,0.02,-0.02,0.99
690,0.02,-0.02,0.99
691,0.02,-0.02,0.99
692,0.02,-0.02,0.99
693,0.02,-0.02,0.99
694,0.02,-0.02,0.99
695,0.02,-0.02,0.99
696,0.02,-0.02,0.99
697,0.02,-0.02,0.99
698,0.02,-0.02,0.99
699,0.02,-0.02,1
700,0.02,-0.02,0.99
701,0.01,-0.02,0.99
702,0.01,-0.02,0.99
703,0.01,-0.02,0.99
704,0.01,-0.02,0.96
705,0.03,-0.01,0.96
706,0.03,-0.01,0.96
707,0.03,-0.01,0.96
708,0.03,-0.01,0.96
709,0.03,-0.01,0.96
710,0.03,-0.01,0.96
711,0.03,-0.01,0.96
712,0.03,-0.01,0.96
713,0.03,-0.01,0.96
714,0.03,-0.01,0.96
715,0.03,-0.01,0.96
716,0.03,-0.01,0.98
717,0.02,-0.01,0.98
718,0.02,-0.01,0.98
719,0.02,-0.01,0.98
720,0.02,-0.01,0.98
721,0.02,-0.01,0.98
722,0.02,-0.01,0.98
723,0.02,-0.01,0.98
724,0.02,-0.01,0.98
725,0.02,-0.01,0.98
726,0.02,-0.01,0.98
727,0.02,-0.01,0.98
728,0.02,-0.01,1
729,0.03,-0.01,1
730,0.03,-0.01,1
731,0.03,-0.01,1
732,0.03,-0.01,1
733,0.03,-0.01,1
734,0.03,-0.01,1
735,0.03,-0.01,1
736,0.03,-0.01,1
737,0.03,-0.01,1
738,0.03,-0.01,1
739,0.03,-0.01,1
740,0.03,-0.01,1
