SEQ,X,Y,Z
972,0.02,-0.01,0.98
973,0.02,-0.01,0.98
974,0.02,-0.01,0.98
975,0.02,-0.01,0.98
976,0.02,-0.01,0.98
977,0.02,-0.01,0.98
978,0.02,-0.01,0.98
979,0.02,-0.01,0.98
980,0.02,-0.01,0.98
981,0.04,-0.01,0.97
982,0.04,-0.01,0.97
983,0.04,-0.01,0.97
984,0.04,-0.01,0.97
985,0.04,-0.01,0.97
986,0.04,-0.01,0.97
987,0.04,-0.01,0.97
988,0.04,-0.01,0.97
989,0.04,-0.01,0.97
990,0.04,-0.01,0.97
991,0.04,-0.01,0.97
992,0.04,-0.01,0.97
993,0.01,-0.01,0.98
994,0.01,-0.01,0.98
995,0.01,-0.01,0.98
996,0.01,-0.01,0.98
997,0.01,-0.01,0.98
998,0.01,-0.01,0.98
999,0.01,-0.01,0.98
