SEQ,X,Y,Z
943,-0.01,-0.52,1.2
944,0.02,-0.55,1.19
945,0.02,-0.55,1.19
946,0.02,-0.55,1.19
947,0.02,-0.55,1.19
948,0.02,-0.55,1.19
949,0.02,-0.55,1.19
950,0.08,-0.06,0.04
951,0.08,-0.06,0.04
952,0.08,-0.06,0.04
953,0.08,-0.06,0.04
954,0.08,-0.06,0.04
955,0.08,-0.06,0.04
956,0.08,0.03,-0
957,0.05,0.03,-0
958,0.05,0.03,-0
959,0.05,0.03,-0
960,0.05,0.03,-0
961,0.05,0.03,-0
962,0.05,0.03,-0
963,0.05,0.03,-0
964,0.05,0.03,-0
965,0.05,0.03,-0
966,0.05,0.03,-0
967,0.05,0.03,-0
968,0.05,0.04,0
969,0.07,0.04,0
970,0.07,0.04,0
971,0.07,0.04,0
972,0.07,0.04,0
973,0.07,0.04,0
974,0.07,0.04,0
975,0.07,0.04,0
976,0.07,0.04,0
977,0.07,0.04,0
978,0.07,0.04,0
979,0.07,0.04,0
980,0.07,0.11,0.08
981,0.07,0.11,0.08
982,0.07,0.11,0.08
983,0.07,0.11,0.08
984,0.07,0.11,0.08
985,0.07,0.11,0.08
986,0.07,0.11,0.08
987,0.07,0.11,0.08
988,0.07,0.11,0.08
989,0.07,0.11,0.08
990,0.07,0.11,0.08
991,0.07,0.11,0.08
992,0.07,0.11,0.13
993,0.04,0.08,0.13
994,0.04,0.08,0.13
995,0.04,0.08,0.13
996,0.04,0.08,0.13
997,0.04,0.08,0.13
998,0.04,0.08,0.13
999,0.04,0.08,0.13
