IR,RED,X,Y,Z,HR,RR,SP02,ERROR_RATE
262143,197061,-0.938763,-0.182148,0.217176,75,19.2307692307692,95.4596898796626,0.351111111111109
262143,196911,-0.929755,-0.186151,0.219178,75,19.2307692307692,95.4596898796626,0.351111111111109
262143,196902,-0.938763,-0.190155,0.223181,75,19.2307692307692,95.4596898796626,0.351111111111109
262143,196972,-0.923751,-0.17214,0.220179,75,19.2307692307692,95.4596898796626,0.351111111111109
262143,196960,-0.941765,-0.177144,0.207168,75,19.2307692307692,95.4596898796626,0.351111111111109
262143,196959,-0.928755,-0.170138,0.220179,75,19.2307692307692,95.4596898796626,0.351111111111109
262143,196963,-0.920748,-0.175142,0.213173,75,19.2307692307692,95.4596898796626,0.351111111111109
262143,197010,-0.904735,-0.151123,0.244198,75,19.2307692307692,95.4596898796626,0.351111111111109
262143,196801,-0.949772,-0.150122,0.173141,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196811,-0.939764,-0.171139,0.194158,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196727,-0.95978,-0.20917,0.192156,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196754,-0.941765,-0.178145,0.203165,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196784,-0.936761,-0.165134,0.204166,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196857,-0.942766,-0.167136,0.202164,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196853,-0.938763,-0.199162,0.211172,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196863,-0.943767,-0.175142,0.207168,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196708,-0.879715,-0.143116,0.226184,83.3333333333333,19.2307692307692,94.845,0.351111111111109
262143,196648,-0.969788,-0.183149,0.206168,75,19.2307692307692,94.845,0.351111111111109
262143,196615,-0.929755,-0.190155,0.22118,75,19.2307692307692,94.845,0.351111111111109
262143,196584,-0.917746,-0.157128,0.215175,75,19.2307692307692,94.845,0.351111111111109
262143,196601,-0.94777,-0.157128,0.219178,75,19.2307692307692,94.845,0.351111111111109
262143,196594,-0.923751,-0.174141,0.220179,75,19.2307692307692,94.845,0.351111111111109
262143,196675,-0.93576,-0.18415,0.216176,75,19.2307692307692,94.845,0.351111111111109
262143,196668,-0.958779,-0.194158,0.218177,75,19.2307692307692,94.845,0.351111111111109
262143,196464,-0.914743,-0.17214,0.219178,75,19.2307692307692,94.845,0.351111111111109
262143,196408,-0.924751,-0.183149,0.228185,75,19.2307692307692,94.845,0.351111111111109
262143,196376,-0.953775,-0.175142,0.218177,75,19.2307692307692,94.845,0.351111111111109
262143,196421,-0.908738,-0.167136,0.227185,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196402,-0.944768,-0.178145,0.213173,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196405,-0.932758,-0.179146,0.214174,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196441,-0.942766,-0.192156,0.207168,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196462,-0.934759,-0.18415,0.213173,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196458,-0.919747,-0.159129,0.213173,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196265,-0.945768,-0.173141,0.210171,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196216,-0.920748,-0.181147,0.22118,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196296,-0.939764,-0.179146,0.211172,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196307,-0.921749,-0.171139,0.22118,75,19.2307692307692,99.9564395724921,0.351111111111109
262143,196371,-0.938763,-0.186151,0.224182,75,19.2307692307692,94.845,0.351111111111109
262143,196361,-0.937762,-0.182148,0.222181,75,19.2307692307692,94.845,0.351111111111109
262143,196390,-0.926753,-0.177144,0.217176,75,19.2307692307692,94.845,0.351111111111109
262143,196409,-0.927754,-0.193157,0.230187,75,19.2307692307692,94.845,0.351111111111109
262143,196328,-0.946769,-0.187152,0.219178,75,19.2307692307692,94.845,0.351111111111109
262143,196228,-0.92275,-0.175142,0.22118,75,19.2307692307692,94.845,0.351111111111109
262143,196192,-0.923751,-0.175142,0.230187,75,19.2307692307692,94.845,0.351111111111109
262143,196222,-0.927754,-0.183149,0.222181,75,19.2307692307692,94.845,0.351111111111109
262143,196166,-0.920748,-0.186151,0.229186,75,13.6363636363636,94.845,0.351111111111109
262143,196290,-0.942766,-0.194158,0.224182,75,13.6363636363636,94.845,0.351111111111109
262143,196260,-0.913742,-0.171139,0.237193,75,13.6363636363636,94.845,0.351111111111109
262143,196281,-0.924751,-0.162132,0.214174,75,13.6363636363636,94.845,0.351111111111109
262143,196344,-0.928755,-0.187152,0.22118,75,13.6363636363636,94.845,0.351111111111109
262143,196240,-0.928755,-0.180146,0.203165,75,13.6363636363636,94.845,0.351111111111109
262143,196212,-0.934759,-0.175142,0.204166,75,13.6363636363636,94.845,0.351111111111109
262143,196128,-0.941765,-0.182148,0.216176,75,13.6363636363636,94.845,0.351111111111109
262143,196140,-0.943767,-0.168137,0.19716,75,13.6363636363636,94.845,0.351111111111109
262143,196192,-0.928755,-0.162132,0.203165,75,13.6363636363636,94.845,0.351111111111109
262143,196217,-0.937762,-0.163133,0.206168,75,13.6363636363636,94.845,0.351111111111109
262143,196244,-0.941765,-0.159129,0.198161,75,13.6363636363636,94.845,0.351111111111109
262143,196285,-0.944768,-0.166135,0.199162,75,13.6363636363636,94.845,0.351111111111109
262143,196333,-0.933759,-0.153124,0.196159,75,13.6363636363636,94.845,0.351111111111109
262143,196309,-0.954776,-0.177144,0.203165,75,13.6363636363636,94.845,0.351111111111109
262143,196185,-0.932758,-0.174141,0.206168,75,13.6363636363636,94.845,0.351111111111109
262143,196183,-0.942766,-0.174141,0.212172,75,13.6363636363636,94.845,0.351111111111109
262143,196176,-0.927754,-0.163133,0.212172,75,13.6363636363636,94.845,0.351111111111109
262143,196128,-0.936761,-0.175142,0.223181,75,13.6363636363636,94.845,0.351111111111109
262143,196223,-0.931757,-0.157128,0.217176,75,13.6363636363636,94.845,0.351111111111109
262143,196252,-0.930756,-0.162132,0.233189,75,13.6363636363636,94.845,0.351111111111109
262143,196266,-0.931757,-0.16013,0.218177,75,13.6363636363636,94.845,0.351111111111109
262143,196280,-0.925752,-0.177144,0.2462,75,13.6363636363636,94.845,0.351111111111109
262143,196251,-0.933759,-0.150122,0.232189,75,13.6363636363636,94.845,0.351111111111109
262143,196077,-0.930756,-0.162132,0.241196,75,13.6363636363636,94.845,0.351111111111109
262143,196095,-0.933759,-0.171139,0.23419,75,13.6363636363636,94.845,0.351111111111109
262143,196088,-0.921749,-0.158128,0.230187,75,13.6363636363636,94.845,0.351111111111109
262143,196045,-0.940764,-0.157128,0.220179,75,13.6363636363636,94.845,0.351111111111109
262143,196146,-0.938763,-0.167136,0.226184,75,13.6363636363636,94.845,0.351111111111109
262143,196174,-0.924751,-0.171139,0.216176,75,13.6363636363636,94.845,0.351111111111109
262143,196169,-0.944768,-0.17214,0.214174,75,13.6363636363636,94.845,0.351111111111109
262143,196174,-0.932758,-0.173141,0.222181,75,13.6363636363636,94.845,0.351111111111109
262143,196220,-0.932758,-0.170138,0.225183,75,13.6363636363636,94.845,0.351111111111109
262143,196235,-0.928755,-0.171139,0.233189,75,13.6363636363636,94.845,0.351111111111109
262143,196031,-0.930756,-0.174141,0.224182,75,13.6363636363636,94.845,0.351111111111109
262143,196068,-0.928755,-0.174141,0.236192,75,13.6363636363636,94.845,0.351111111111109
262143,196059,-0.938763,-0.163133,0.217176,75,13.6363636363636,94.845,0.351111111111109
262143,196063,-0.927754,-0.165134,0.231188,75,13.6363636363636,94.845,0.351111111111109
262143,196112,-0.938763,-0.175142,0.231188,75,13.6363636363636,94.845,0.351111111111109
262143,196122,-0.928755,-0.17214,0.233189,75,13.6363636363636,94.845,0.351111111111109
262143,196159,-0.936761,-0.167136,0.223181,75,13.6363636363636,94.845,0.351111111111109
262143,196131,-0.929755,-0.169137,0.226184,75,13.6363636363636,94.845,0.351111111111109
262143,196250,-0.920748,-0.162132,0.227185,75,13.6363636363636,94.845,0.351111111111109
262143,195975,-0.929755,-0.186151,0.238194,75,13.6363636363636,94.845,0.351111111111109
262143,195995,-0.956777,-0.18415,0.224182,75,13.6363636363636,94.845,0.351111111111109
262143,195962,-0.919747,-0.151123,0.224182,75,13.6363636363636,94.845,0.351111111111109
262143,196022,-0.926753,-0.167136,0.231188,75,13.6363636363636,94.845,0.351111111111109
262143,195987,-0.933759,-0.168137,0.230187,75,13.6363636363636,94.845,0.351111111111109
262143,196065,-0.933759,-0.166135,0.229186,75,13.6363636363636,94.845,0.351111111111109
262143,196084,-0.941765,-0.165134,0.231188,75,13.6363636363636,94.845,0.351111111111109
262143,196129,-0.92275,-0.152124,0.23419,75,13.6363636363636,94.845,0.351111111111109
262143,196162,-0.938763,-0.171139,0.230187,75,13.6363636363636,94.845,0.351111111111109
262143,195989,-0.932758,-0.175142,0.233189,75,13.6363636363636,94.845,0.351111111111109
262143,195925,-0.918746,-0.156127,0.232189,75,13.6363636363636,94.845,0.351111111111109
262143,195919,-0.932758,-0.174141,0.225183,75,13.6363636363636,94.845,0.351111111111109
262143,195988,-0.938763,-0.179146,0.228185,75,16.6666666666667,94.845,0.351111111111109
262143,195934,-0.933759,-0.16013,0.224182,75,16.6666666666667,94.845,0.351111111111109
262143,196026,-0.91074,-0.146119,0.227185,75,16.6666666666667,94.845,0.351111111111109
262143,196136,-0.943767,-0.183149,0.227185,75,16.6666666666667,94.845,0.351111111111109
262143,196112,-0.938763,-0.180146,0.216176,75,16.6666666666667,94.845,0.351111111111109
262143,196147,-0.909739,-0.163133,0.239194,75,16.6666666666667,94.845,0.351111111111109
262143,196289,-0.949772,-0.174141,0.218177,75,16.6666666666667,94.845,0.351111111111109
262143,196019,-0.925752,-0.180146,0.226184,75,16.6666666666667,94.845,0.351111111111109
262143,195969,-0.932758,-0.176143,0.22118,75,16.6666666666667,94.845,0.351111111111109
262143,195991,-0.930756,-0.167136,0.219178,75,16.6666666666667,94.845,0.351111111111109
262143,195994,-0.942766,-0.171139,0.213173,75,16.6666666666667,94.845,0.351111111111109
262143,195997,-0.927754,-0.167136,0.214174,75,16.6666666666667,94.845,0.351111111111109
262143,195984,-0.925752,-0.179146,0.226184,75,16.6666666666667,94.845,0.351111111111109
262143,195973,-0.933759,-0.169137,0.223181,75,16.6666666666667,94.845,0.351111111111109
262143,196021,-0.924751,-0.162132,0.228185,75,16.6666666666667,94.845,0.351111111111109
262143,196083,-0.929755,-0.16013,0.229186,75,16.6666666666667,94.845,0.351111111111109
262143,195943,-0.928755,-0.171139,0.230187,75,16.6666666666667,94.845,0.351111111111109
262143,195804,-0.939764,-0.166135,0.225183,75,16.6666666666667,94.845,0.351111111111109
262143,195823,-0.923751,-0.154125,0.225183,75,16.6666666666667,94.845,0.351111111111109
262143,195846,-0.939764,-0.179146,0.230187,75,16.6666666666667,94.845,0.351111111111109
262143,195833,-0.925752,-0.161131,0.227185,75,16.6666666666667,94.845,0.351111111111109
262143,195921,-0.938763,-0.164133,0.218177,75,16.6666666666667,94.845,0.351111111111109
262143,195903,-0.936761,-0.169137,0.224182,75,16.6666666666667,94.845,0.351111111111109
