IR,RED,X,Y,Z,HR,RR,SP02,ERROR_RATE
249950,187475,-0.157128,-0.174141,0.916745,93.75,18.2926829268293,94.845,0.351111111111109
250120,187497,-0.140114,-0.181147,0.946769,93.75,18.2926829268293,94.845,0.351111111111109
250133,187656,-0.149121,-0.193157,0.951773,83.3333333333333,18.2926829268293,94.845,0.351111111111109
250111,187729,-0.137111,-0.195159,0.94777,83.3333333333333,18.2926829268293,94.845,0.351111111111109
249008,187605,-0.130106,-0.142115,0.982799,83.3333333333333,18.2926829268293,94.845,0.351111111111109
248379,187272,-0.141115,-0.182148,0.954776,83.3333333333333,18.2926829268293,94.845,0.351111111111109
248032,187134,-0.122099,-0.181147,0.950773,83.3333333333333,18.2926829268293,94.845,0.351111111111109
248061,187150,-0.133108,-0.189154,0.95978,83.3333333333333,18.2926829268293,94.845,0.351111111111109
247939,187147,-0.137111,-0.17214,0.951773,83.3333333333333,18.2926829268293,94.845,0.351111111111109
247802,187142,-0.137111,-0.170138,0.954776,83.3333333333333,18.2926829268293,94.845,0.351111111111109
248019,187229,-0.138112,-0.162132,0.960781,83.3333333333333,18.2926829268293,94.845,0.351111111111109
248191,187305,-0.158128,-0.165134,0.907738,68.1818181818182,18.2926829268293,94.845,0.351111111111109
248446,187346,-0.129105,-0.167136,0.949772,68.1818181818182,18.2926829268293,94.845,0.351111111111109
248628,187422,-0.128104,-0.156127,0.967786,68.1818181818182,18.2926829268293,94.845,0.351111111111109
247584,187348,-0.134109,-0.180146,0.956777,68.1818181818182,18.2926829268293,94.845,0.351111111111109
247458,187219,-0.127103,-0.14712,0.960781,68.1818181818182,18.2926829268293,94.845,0.351111111111109
247711,187338,-0.1231,-0.151123,0.967786,68.1818181818182,18.2926829268293,94.845,0.351111111111109
248220,187506,-0.127103,-0.145118,0.969788,68.1818181818182,18.2926829268293,94.845,0.351111111111109
248462,187617,-0.1231,-0.14712,0.962782,68.1818181818182,18.2926829268293,94.845,0.351111111111109
248975,187699,-0.122099,-0.144117,0.964784,68.1818181818182,18.2926829268293,94.845,0.351111111111109
249402,187847,-0.126102,-0.158128,0.963783,68.1818181818182,18.2926829268293,94.845,0.351111111111109
249872,187967,-0.128104,-0.155126,0.97179,68.1818181818182,18.2926829268293,94.845,0.351111111111109
