SEQ,IR1,RED1,IR2,RED2,IR3,RED3,IR4,RED4
3056,4666,4223,119160,91549,262143,262143,262143,262143
3057,4653,4239,119189,91574,262143,262143,262143,262143
3058,4685,4203,119272,91562,262143,262143,262143,262143
3059,4658,4228,119338,91551,262143,262143,262143,262143
3060,4619,4226,119258,91588,262143,262143,262143,262143
3061,4711,4206,119314,91623,262143,262143,262143,262143
3062,4670,4231,119328,91624,262143,262143,262143,262143
3063,4675,4226,119378,91597,262143,262143,262143,262143
3064,4629,4246,119331,91585,262143,262143,262143,262143
3065,4668,4263,119393,91595,262143,262143,262143,262143
3066,4691,4199,119250,91533,262143,262143,262143,262143
3067,4686,4254,119167,91506,262143,262143,262143,262143
3068,4644,4242,119153,91511,262143,262143,262143,262143
3069,4704,4220,119193,91486,262143,262143,262143,262143
3070,4673,4270,119116,91518,262143,262143,262143,262143
3071,4692,4198,119160,91471,262143,262143,262143,262143
3072,4687,4242,119176,91457,262143,262143,262143,262143
3073,4700,4208,119207,91500,262143,262143,262143,262143
3074,4661,4236,119130,91516,262143,259425,262143,262143
3075,4656,4180,119220,91488,262143,247072,262143,262143
3076,4683,4261,119184,91502,262143,240844,262143,262143
3077,4667,4209,119253,91506,262143,233021,262143,262143
3078,4650,4233,119262,91547,256393,229017,262143,262143
3079,4677,4192,119310,91515,251475,223458,262143,262143
3080,4683,4255,119379,91521,240344,212279,262143,262143
3081,4670,4213,119326,91550,227923,199750,262143,262143
3082,4698,4218,119402,91580,207232,178538,262143,262143
3083,4688,4233,119426,91567,189187,169514,262143,262143
3084,4659,4270,119276,91545,184628,164122,262143,262143
3085,4682,4234,119201,91496,180797,167565,262143,262143
3086,4654,4239,119258,91503,192464,185208,262143,262143
3087,4714,4228,119212,91530,216297,215569,262143,262143
3088,4683,4257,119158,91536,253067,259593,262143,262143
3089,4713,4216,119258,91548,262143,262143,262143,262143
3090,4696,4266,119293,91546,262143,262143,262143,262143
3091,4687,4239,119332,91541,262143,262143,262143,262143
3092,4670,4245,119303,91565,262143,262143,262143,262143
3093,4688,4231,119410,91577,262143,262143,262143,262143
3094,4695,4259,119380,91614,262143,262143,262143,262143
3095,4676,4230,119492,91613,262143,262143,262143,262143
3096,4648,4227,119492,91643,262143,262143,262143,262143
3097,4705,4227,119538,91653,262143,262143,262143,262143
3098,4683,4221,119622,91650,262143,262143,262143,262143
3099,4677,4212,119620,91681,262143,262143,262143,262143
3100,4679,4231,119462,91595,262143,262143,262143,262143
3101,4671,4261,119441,91584,262143,262143,262143,262143
3102,4699,4270,119451,91594,262143,262143,262143,262143
3103,4685,4216,119451,91565,262143,262143,262143,262143
3104,4716,4261,119348,91594,262143,262143,262143,262143
3105,4698,4193,119448,91616,262143,262143,262143,262143
3106,4712,4234,119462,91609,262143,262143,262143,262143
3107,4711,4222,119425,91593,262143,262143,262143,262143
3108,4673,4250,119512,91629,262143,262143,262143,262143
3109,4694,4278,119513,91629,262143,262143,262143,262143
3110,4684,4208,119567,91606,262143,262143,262143,262143
3111,4661,4227,119552,91660,262143,262143,262143,262143
3112,4701,4227,119504,91653,262143,262143,262143,262143
3113,4652,4253,119565,91603,262143,262143,262143,262143
3114,4698,4242,119608,91630,262143,262143,262143,262143
3115,4668,4270,119568,91629,262143,262143,262143,262143
3116,4685,4229,119485,91587,262143,262143,262143,262143
3117,4658,4231,119362,91529,262143,262143,262143,262143
3118,4690,4225,119320,91566,262143,262143,262143,262143
3119,4660,4233,119316,91587,262143,262143,262143,262143
3120,4687,4223,119356,91535,262143,262143,262143,262143
3121,4672,4274,119348,91523,262143,262143,262143,262143
3122,4693,4233,119388,91567,262143,262143,262143,262143
3123,4687,4275,119374,91523,262143,262143,262143,262143
3124,4700,4209,119410,91570,262143,262143,262143,262143
3125,4682,4282,119362,91593,262143,262143,262143,262143
3126,4698,4234,119451,91572,262143,262143,262143,262143
3127,4669,4248,119479,91616,262143,262143,262143,262143
3128,4712,4229,119532,91591,262143,262143,262143,262143
3129,4650,4230,119527,91651,262143,262143,262143,262143
3130,4707,4219,119562,91595,262143,262143,262143,262143
3131,4655,4235,119628,91632,262143,262143,262143,262143
3132,4668,4266,119594,91667,262143,262143,262143,262143
3133,4699,4239,119606,91632,262143,262143,262143,262143
3134,4677,4243,119461,91569,262143,262143,262143,262143
3135,4657,4239,119356,91561,262143,262143,262143,262143
3136,4680,4233,119428,91550,262143,262143,262143,262143
3137,4655,4235,119372,91574,262143,262143,262143,262143
3138,4680,4188,119348,91512,262143,262143,262143,262143
3139,4688,4243,119347,91606,262143,262143,262143,262143
3140,4682,4261,119410,91565,262143,262143,262143,262143
3141,4699,4252,119364,91576,262143,262143,262143,262143
3142,4696,4217,119470,91565,262143,262143,262143,262143
3143,4681,4236,119441,91610,262143,262143,262143,262143
3144,4685,4263,119521,91598,262143,262143,262143,262143
3145,4688,4200,119495,91627,262143,262143,262143,262143
3146,4692,4249,119589,91603,262143,262143,262143,262143
3147,4668,4235,119581,91627,262143,262143,262143,262143
3148,4654,4231,119616,91595,262143,262143,262143,262143
3149,4643,4244,119665,91667,262143,262143,262143,262143
3150,4681,4235,119661,91584,262143,262143,262143,262143
3151,4668,4236,119480,91574,262143,262143,262143,262143
3152,4671,4252,119495,91566,262143,262143,262143,262143
3153,4703,4232,119460,91584,262143,262143,262143,262143
3154,4653,4224,119481,91562,262143,262143,262143,262143
3155,4719,4220,119424,91592,262143,262143,262143,262143
3156,4640,4227,119530,91587,262143,262143,262143,262143
3157,4725,4230,119540,91588,262143,262143,262143,262143
3158,4657,4241,119570,91579,262143,262143,262143,262143
3159,4671,4236,119569,91605,262143,262143,262143,262143
3160,4688,4276,119633,91576,262143,262143,262143,262143
3161,4700,4251,119617,91637,262143,262143,262143,262143
3162,4704,4241,119637,91593,262143,262143,262143,262143
3163,4709,4228,119681,91637,262143,262143,262143,262143
3164,4650,4234,119710,91673,262143,262143,262143,262143
3165,4684,4212,119741,91690,262143,262143,262143,262143
3166,4676,4256,119767,91668,262143,262143,262143,262143
3167,4676,4228,119801,91674,262143,262143,262143,262143
3168,4655,4268,119845,91618,262143,262143,262143,262143
3169,4675,4249,119619,91628,262143,262143,262143,262143
3170,4681,4206,119574,91557,262143,262143,262143,262143
3171,4715,4233,119621,91609,262143,262143,262143,262143
3172,4655,4228,119571,91624,262143,262143,262143,262143
3173,4724,4226,119588,91599,262143,262143,262143,262143
3174,4651,4233,119606,91617,262143,262143,262143,262143
3175,4698,4222,119683,91633,262143,262143,262143,262143
3176,4680,4270,119676,91620,262143,262143,262143,262143
3177,4687,4258,119730,91603,262143,262143,262143,262143
3178,4691,4227,119695,91661,262143,262143,262143,262143
3179,4729,4222,119755,91622,262143,262143,262143,262143
3180,4668,4249,119779,91613,262143,262143,262143,262143
3181,4701,4202,119823,91669,262143,262143,262143,262143
3182,4692,4213,119823,91685,262143,262143,262143,262143
3183,4687,4232,119830,91691,262143,262143,262143,262143
3184,4644,4244,119913,91698,262143,262143,262143,262143
3185,4675,4235,119942,91704,262143,262143,262143,262143
3186,4702,4203,119976,91737,262143,262143,262143,262143
3187,4662,4238,119875,91603,262143,262143,262143,262143
3188,4704,4247,119670,91661,262143,262143,262143,262143
3189,4712,4221,119701,91619,262143,262143,262143,262143
3190,4646,4221,119689,91613,262143,262143,262143,262143
3191,4701,4197,119682,91635,262143,262143,262143,262143
3192,4671,4232,119724,91661,262143,262143,262143,262143
3193,4691,4194,119777,91633,262143,262143,262143,262143
3194,4670,4260,119775,91679,262143,262143,262143,262143
3195,4676,4216,119807,91665,262143,262143,262143,262143
3196,4693,4260,119830,91639,262143,262143,262143,262143
3197,4703,4207,119913,91668,262143,262143,262143,262143
3198,4697,4234,119849,91650,262143,262143,262143,262143
3199,4663,4208,119956,91700,262143,262143,262143,262143
3200,4700,4237,120036,91686,262143,262143,262143,262143
3201,4670,4235,120038,91738,262143,262143,262143,262143
3202,4711,4209,120089,91780,262143,262143,262143,262143
3203,4646,4241,120125,91703,262143,262143,262143,262143
3204,4710,4211,120016,91663,262143,262143,262143,262143
3205,4640,4241,119784,91651,262143,262143,262143,262143
3206,4706,4217,119765,91670,262143,262143,262143,262143
3207,4653,4229,119826,91676,262143,262143,262143,262143
3208,4692,4203,119801,91669,262143,262143,262143,262143
3209,4676,4246,119855,91639,262143,262143,262143,262143
3210,4672,4215,119862,91678,262143,262143,262143,262143
3211,4663,4245,119895,91633,262143,262143,262143,262143
3212,4683,4241,119928,91689,262143,262143,262143,262143
3213,4721,4202,119874,91702,262143,262143,262143,262143
3214,4674,4231,119962,91688,262143,262143,262143,262143
3215,4680,4269,119962,91731,262143,262143,262143,262143
3216,4694,4230,120013,91716,262143,262143,262143,262143
3217,4670,4249,120004,91711,262143,262143,262143,262143
3218,4701,4250,120090,91732,262143,262143,262143,262143
3219,4723,4208,120098,91764,262143,262143,262143,262143
3220,4680,4219,120139,91717,262143,262143,262143,262143
3221,4650,4252,120157,91796,262143,262143,262143,262143
3222,4702,4224,120173,91724,262143,262143,262143,262143
3223,4644,4216,119946,91641,262143,262143,262143,262143
3224,4715,4206,119883,91661,262143,262143,262143,262143
3225,4657,4225,119836,91670,262143,262143,262143,262143
3226,4677,4195,119889,91703,262143,262143,262143,262143
3227,4675,4257,119895,91623,262143,262143,262143,262143
3228,4687,4214,119916,91678,262143,262143,262143,262143
3229,4652,4244,119945,91638,262143,262143,262143,262143
3230,4692,4218,119981,91685,262143,262143,262143,262143
3231,4654,4231,119928,91698,262143,262143,262143,262143
3232,4720,4194,120007,91693,262143,262143,262143,262143
3233,4696,4241,119989,91695,262143,262143,262143,262143
3234,4696,4201,120098,91710,262143,262143,262143,262143
3235,4713,4249,120051,91742,262143,262143,262143,262143
3236,4706,4232,120138,91728,262143,262143,262143,262143
3237,4662,4227,120099,91750,262143,262143,262143,262143
3238,4734,4215,120179,91746,262143,262143,262143,262143
3239,4705,4257,120203,91773,262143,262143,262143,262143
3240,4701,4184,120263,91737,262143,262143,262143,262143
3241,4692,4224,120271,91729,262143,262143,262143,262143
3242,4657,4223,120284,91733,262143,262143,262143,262143
3243,4712,4225,120065,91659,262143,262143,262143,262143
3244,4686,4225,119880,91675,262143,262143,262143,262143
3245,4690,4264,119946,91729,262143,262143,262143,262143
3246,4704,4181,119956,91685,262143,262143,262143,262143
3247,4706,4222,119926,91707,262143,262143,262143,262143
3248,4648,4236,119991,91677,262143,262143,262143,262143
3249,4686,4251,120006,91724,262143,262143,262143,262143
3250,4703,4264,120070,91738,262143,262143,262143,262143
3251,4706,4209,120046,91723,262143,262143,262143,262143
3252,4690,4202,120127,91752,262143,262143,262143,262143
3253,4703,4222,120145,91768,262143,262143,262143,262143
3254,4671,4257,120189,91727,262143,262143,262143,262143
3255,4702,4239,120259,91736,262143,262143,262143,262143
3256,4679,4239,120198,91760,262143,262143,262143,262143
3257,4709,4259,120217,91763,262143,262143,262143,262143
3258,4704,4230,120296,91783,262143,262143,262143,262143
3259,4670,4208,120332,91816,262143,262143,262143,262143
3260,4720,4210,120366,91785,262143,262143,262143,262143
3261,4650,4229,120199,91722,262143,262143,262143,262143
3262,4672,4261,120031,91652,262143,262143,262143,262143
3263,4687,4217,119975,91696,262143,262143,262143,262143
3264,4661,4234,120004,91643,262143,262143,262143,262143
3265,4705,4236,120039,91678,262143,262143,262143,262143
3266,4688,4257,119985,91662,262143,262143,262143,262143
3267,4686,4229,120027,91696,262143,262143,262143,262143
3268,4721,4208,120065,91719,262143,262143,262143,262143
3269,4670,4229,120085,91676,262143,262143,262143,262143
3270,4687,4197,120150,91695,262143,262143,262143,262143
3271,4714,4236,120080,91699,262143,262143,262143,262143
3272,4689,4264,120172,91748,262143,262143,262143,262143
3273,4713,4224,120228,91691,262143,262143,262143,262143
3274,4689,4244,120224,91763,262143,262143,262143,262143
3275,4740,4224,120263,91704,262143,262143,262143,262143
3276,4683,4228,120320,91738,262143,262143,262143,262143
3277,4752,4218,120307,91749,262143,262143,262143,262143
3278,4688,4263,120334,91798,262143,262143,262143,262143
3279,4690,4202,120358,91800,262143,262143,262143,262143
3280,4670,4266,120386,91788,262143,262143,262143,262143
3281,4683,4223,120447,91752,262143,262143,262143,262143
3282,4659,4245,120368,91712,262143,262143,262143,262143
3283,4702,4226,120136,91660,262143,262143,262143,262143
3284,4659,4234,120043,91710,262143,262143,262143,262143
3285,4691,4233,120120,91665,262143,262143,262143,262143
3286,4693,4262,120114,91724,262143,262143,262143,262143
3287,4693,4202,120102,91679,262143,262143,262143,262143
3288,4719,4223,120168,91679,262143,262143,262143,262143
3289,4674,4235,120086,91690,262143,262143,262143,262143
3290,4698,4276,120193,91697,262143,262143,262143,262143
3291,4676,4260,120122,91720,262143,262143,262143,262143
3292,4700,4238,120191,91744,262143,262143,262143,262143
3293,4697,4233,120268,91706,262143,262143,262143,262143
3294,4685,4245,120256,91758,262143,262143,262143,262143
3295,4714,4249,120312,91694,262143,262143,262143,262143
3296,4722,4259,120344,91745,262143,262143,262143,262143
3297,4733,4211,120302,91745,262143,262143,262143,262143
3298,4671,4231,120314,91765,262143,262143,262143,262143
3299,4717,4197,120400,91737,262143,262143,262143,262143
3300,4671,4227,120178,91648,262143,262143,262143,262143
3301,4676,4258,120044,91691,262143,262143,262143,262143
3302,4692,4205,120140,91689,262143,262143,262143,262143
3303,4716,4226,120125,91710,262143,262143,262143,262143
3304,4651,4238,120116,91628,262143,262143,262143,262143
3305,4723,4250,120106,91681,262143,262143,262143,262143
3306,4703,4225,120196,91680,262143,262143,262143,262143
3307,4736,4223,120137,91703,262143,262143,262143,262143
3308,4679,4217,120205,91683,262143,262143,262143,262143
3309,4694,4244,120158,91728,262143,262143,262143,262143
3310,4709,4234,120271,91728,262143,262143,262143,262143
3311,4703,4268,120287,91707,262143,262143,262143,262143
3312,4721,4214,120345,91719,262143,262143,262143,262143
3313,4703,4270,120299,91753,262143,262143,262143,262143
3314,4692,4225,120381,91723,262143,262143,262143,262143
3315,4662,4240,120391,91781,262143,262143,262143,262143
3316,4678,4206,120452,91760,262143,262143,262143,262143
3317,4704,4254,120417,91784,262143,262143,262143,262143
3318,4691,4228,120508,91751,262143,262143,262143,262143
3319,4714,4206,120489,91771,262143,262143,262143,262143
3320,4703,4215,120268,91643,262143,262143,262143,262143
3321,4706,4231,120075,91668,262143,262143,262143,262143
3322,4676,4220,120116,91654,262143,262143,262143,262143
3323,4689,4229,120078,91663,262143,262143,262143,262143
3324,4735,4206,120096,91612,262143,262143,262143,262143
3325,4689,4245,120078,91666,262143,262143,262143,262143
3326,4701,4262,120083,91674,262143,262143,262143,262143
3327,4695,4243,120111,91668,262143,262143,262143,262143
3328,4718,4202,120147,91636,262143,262143,262143,262143
3329,4717,4243,120115,91688,262143,262143,262143,262143
3330,4697,4211,120190,91671,262143,262143,262143,262143
3331,4681,4229,120183,91690,262143,262143,262143,262143
3332,4686,4241,120177,91704,262143,262143,262143,262143
3333,4661,4223,120238,91718,262143,262143,262143,262143
3334,4705,4227,120279,91664,262143,262143,262143,262143
3335,4667,4247,120288,91733,262143,262143,262143,262143
3336,4690,4220,120321,91703,262143,262143,262143,262143
3337,4687,4271,120310,91723,262143,262143,262143,262143
3338,4692,4199,120391,91746,262143,262143,262143,262143
3339,4712,4226,120402,91747,262143,262143,262143,262143
3340,4680,4222,120395,91666,262143,262143,262143,262143
3341,4662,4238,120128,91676,262143,262143,262143,262143
3342,4698,4243,120015,91627,262143,262143,262143,262143
3343,4733,4200,120008,91649,262143,262143,262143,262143
3344,4698,4228,120025,91601,262143,262143,262143,262143
3345,4687,4278,120035,91585,262143,262143,262143,262143
3346,4715,4227,119985,91612,262143,262143,262143,262143
3347,4702,4236,120024,91632,262143,262143,262143,262143
3348,4725,4210,120018,91643,262143,262143,262143,262143
3349,4664,4247,120045,91596,262143,262143,262143,262143
3350,4697,4188,120125,91624,262143,262143,262143,262143
3351,4681,4220,120140,91685,262143,262143,262143,262143
3352,4688,4261,120176,91652,262143,262143,262143,262143
3353,4699,4188,120202,91672,262143,262143,262143,262143
3354,4723,4232,120228,91706,262143,262143,262143,262143
3355,4706,4205,120280,91692,262143,262143,262143,262143
3356,4695,4264,120304,91685,262143,262143,262143,262143
3357,4704,4230,120295,91712,262143,262143,262143,262143
3358,4687,4258,120363,91714,262143,262143,262143,262143
3359,4726,4233,120234,91623,262143,262143,262143,262143
3360,4686,4258,119964,91556,262143,262143,262143,262143
3361,4713,4240,119919,91542,262143,262143,262143,262143
3362,4692,4210,119940,91561,262143,262143,262143,262143
3363,4712,4223,119947,91543,262143,262143,262143,262143
3364,4661,4220,119930,91562,262143,262143,262143,262143
3365,4687,4184,119884,91594,262143,262143,262143,262143
3366,4677,4258,119949,91567,262143,262143,262143,262143
3367,4676,4189,119982,91546,262143,262143,262143,262143
3368,4704,4253,119935,91581,262143,262143,262143,262143
3369,4687,4234,119973,91627,262143,262143,262143,262143
3370,4709,4225,120016,91557,262143,262143,262143,262143
3371,4729,4215,120009,91622,262143,262143,262143,262143
3372,4667,4231,120060,91599,262143,262143,262143,262143
3373,4695,4202,120116,91579,262143,262143,262143,262143
3374,4691,4223,120097,91625,262143,262143,262143,262143
3375,4683,4239,120135,91667,262143,262143,262143,262143
3376,4673,4234,120183,91662,262143,262143,262143,262143
3377,4704,4220,120205,91655,262143,262143,262143,262143
3378,4712,4236,120173,91639,262143,262143,262143,262143
3379,4693,4202,119967,91529,262143,262143,262143,262143
3380,4709,4208,119745,91519,262143,262143,262143,262143
3381,4629,4245,119840,91524,262143,262143,262143,262143
3382,4681,4236,119775,91534,262143,262143,262143,262143
3383,4704,4195,119741,91450,262143,262143,262143,262143
3384,4675,4220,119758,91507,262143,262143,262143,262143
3385,4675,4196,119714,91520,262143,262143,262143,262143
3386,4673,4216,119746,91510,262143,262143,262143,262143
3387,4670,4220,119791,91501,262143,262143,262143,262143
3388,4663,4222,119741,91524,262143,262143,262143,262143
3389,4664,4251,119847,91500,262143,262143,262143,262143
3390,4695,4206,119842,91561,262143,262143,262143,262143
3391,4668,4259,119847,91552,262143,262143,262143,262143
3392,4680,4211,119885,91556,262143,262143,262143,262143
3393,4678,4245,119909,91526,262143,262143,262143,262143
3394,4662,4231,119931,91606,262143,262143,262143,262143
3395,4677,4261,119968,91565,262143,262143,262143,262143
3396,4653,4234,119975,91606,262143,262143,262143,262143
3397,4691,4177,120075,91590,262143,262143,262143,262143
3398,4678,4220,119861,91510,262143,262143,262143,262143
3399,4642,4185,119672,91443,262143,262143,262143,262143
3400,4659,4213,119483,91413,262143,262143,262143,262143
3401,4670,4196,119476,91452,262143,262143,262143,262143
3402,4698,4239,119502,91419,262143,262143,262143,262143
3403,4668,4231,119461,91405,262143,262143,262143,262143
3404,4703,4203,119535,91454,262143,262143,262143,262143
3405,4655,4223,119546,91411,262143,262143,262143,262143
3406,4683,4195,119593,91450,262143,262143,262143,262143
3407,4677,4193,119594,91457,262143,262143,262143,262143
3408,4683,4257,119660,91458,262143,262143,262143,262143
3409,4686,4196,119651,91502,262143,262143,262143,262143
3410,4687,4191,119670,91442,262143,262143,262143,262143
3411,4661,4228,119670,91510,262143,262143,262143,262143
3412,4653,4224,119679,91502,262143,262143,262143,262143
3413,4658,4248,119768,91521,262143,262143,262143,262143
3414,4667,4181,119763,91494,262143,262143,262143,262143
3415,4669,4213,119561,91422,262143,262143,262143,262143
3416,4695,4194,119319,91366,262143,262143,262143,262143
3417,4642,4230,119320,91393,262143,262143,262143,262143
3418,4678,4191,119312,91338,262143,262143,262143,262143
3419,4669,4231,119238,91374,262143,262143,262143,262143
3420,4674,4212,119239,91357,262143,262143,262143,262143
3421,4657,4247,119278,91328,262143,262143,262143,262143
3422,4658,4217,119249,91353,262143,262143,262143,262143
3423,4632,4234,119247,91373,262143,262143,262143,262143
3424,4683,4215,119335,91341,262143,262143,262143,262143
3425,4628,4225,119287,91389,262143,262143,262143,262143
3426,4661,4219,119371,91391,262143,262143,262143,262143
3427,4641,4247,119313,91400,262143,262143,262143,262143
3428,4690,4211,119401,91417,262143,262143,262143,262143
3429,4675,4217,119402,91437,262143,262143,262143,262143
3430,4664,4241,119470,91442,262143,262143,262143,262143
3431,4655,4228,119493,91462,262143,262143,262143,262143
3432,4673,4176,119551,91459,262143,262143,262143,262143
3433,4643,4244,119575,91502,262143,262143,262143,262143
3434,4658,4206,119462,91384,262143,262143,262143,262143
3435,4615,4223,119172,91354,262143,262143,262143,262143
3436,4625,4223,119132,91359,262143,262143,262143,262143
3437,4658,4210,119121,91292,262143,262143,262143,262143
3438,4692,4205,119105,91296,262143,262143,262143,262143
3439,4637,4217,118983,91299,262143,262143,262143,262143
3440,4678,4177,119048,91344,262143,262143,262143,262143
3441,4686,4228,119052,91323,262143,262143,262143,262143
3442,4664,4203,119049,91321,262143,262143,262143,262143
3443,4620,4234,119023,91329,262143,262143,262143,262143
3444,4671,4233,119105,91319,262143,262143,262143,262143
3445,4644,4238,119069,91341,262143,262143,262143,262143
3446,4681,4184,119146,91344,262143,262143,262143,262143
3447,4676,4222,119160,91374,262143,262143,262143,262143
3448,4650,4198,119229,91319,262143,262143,262143,262143
3449,4724,4224,119245,91416,262143,262143,262143,262143
3450,4663,4208,119231,91343,262143,262143,262143,262143
3451,4677,4178,118962,91292,262143,262143,262143,262143
3452,4661,4209,118847,91229,262143,262143,262143,262143
3453,4636,4231,118807,91269,262143,262143,262143,262143
3454,4660,4223,118780,91195,262143,262143,262143,262143
3455,4656,4216,118719,91188,262143,262143,262143,262143
3456,4670,4181,118726,91213,262143,262143,262143,262143
3457,4683,4239,118771,91276,262143,262143,262143,262143
3458,4671,4178,118780,91225,262143,262143,262143,262143
3459,4681,4215,118836,91273,262143,262143,262143,262143
3460,4650,4193,118822,91263,262143,262143,262143,262143
3461,4704,4212,118861,91307,262143,262143,262143,262143
3462,4633,4219,118867,91282,262143,262143,262143,262143
3463,4675,4184,118851,91325,262143,262143,262143,262143
3464,4698,4219,118950,91340,262143,262143,262143,262143
3465,4647,4235,118976,91336,262143,262143,262143,262143
3466,4679,4199,119025,91300,262143,262143,262143,262143
3467,4622,4206,119044,91370,262143,262143,262143,262143
3468,4654,4247,119087,91310,262143,262143,262143,262143
3469,4664,4207,118902,91261,262143,262143,262143,262143
3470,4647,4237,118628,91186,262143,262143,262143,262143
3471,4687,4233,118588,91239,262143,262143,262143,262143
3472,4665,4207,118609,91228,262143,262143,262143,262143
3473,4696,4209,118596,91183,262143,262143,262143,262143
3474,4662,4205,118542,91223,262143,262143,262143,262143
3475,4695,4207,118584,91256,262143,262143,262143,262143
3476,4669,4196,118601,91200,262143,262143,262143,262143
3477,4645,4212,118642,91230,262143,262143,262143,262143
3478,4659,4247,118642,91256,262143,262143,262143,262143
3479,4654,4224,118708,91243,262143,262143,262143,262143
3480,4664,4239,118713,91301,262143,262143,262143,262143
3481,4702,4218,118746,91296,262143,262143,262143,262143
3482,4650,4206,118784,91312,262143,262143,262143,262143
3483,4723,4217,118841,91308,262143,262143,262143,262143
3484,4690,4247,118833,91336,262143,262143,262143,262143
3485,4702,4198,118930,91312,262143,262143,262143,262143
3486,4659,4242,118988,91371,262143,262143,262143,262143
3487,4661,4207,118833,91223,262143,262143,262143,262143
3488,4642,4191,118621,91206,262143,262143,262143,262143
3489,4709,4210,118521,91204,262143,262143,262143,262143
3490,4623,4207,118459,91206,262143,262143,262143,262143
3491,4677,4205,118440,91165,262143,262143,262143,262143
3492,4710,4204,118389,91167,262143,262143,262143,262143
3493,4630,4217,118464,91208,262143,262143,262143,262143
3494,4659,4254,118497,91171,262143,262143,262143,262143
3495,4670,4204,118536,91199,262143,262143,262143,262143
3496,4670,4195,118481,91203,262143,262143,262143,262143
3497,4704,4221,118600,91220,262143,262143,262143,262143
3498,4653,4218,118588,91264,262143,262143,262143,262143
3499,4713,4224,118625,91253,262143,262143,262143,262143
3500,4685,4242,118775,91331,262143,262143,262143,262143
3501,4688,4222,118838,91297,262143,262143,262143,262143
3502,4685,4195,118902,91323,262143,262143,262143,262143
3503,4693,4219,118920,91313,262143,262143,262143,262143
3504,4669,4186,118812,91223,262143,262143,262143,262143
3505,4705,4205,118518,91195,262143,262143,262143,262143
3506,4639,4218,118547,91167,262143,262143,262143,262143
3507,4665,4251,118497,91186,262143,262143,262143,262143
3508,4649,4220,118488,91155,262143,262143,262143,262143
3509,4693,4189,118431,91188,262143,262143,262143,262143
3510,4668,4216,118462,91191,262143,262143,262143,262143
3511,4643,4253,118492,91160,262143,262143,262143,262143
3512,4672,4216,118499,91236,262143,262143,262143,262143
3513,4715,4214,118519,91154,262143,262143,262143,262143
3514,4663,4225,118574,91225,262143,262143,262143,262143
3515,4717,4197,118597,91239,262143,262143,262143,262143
3516,4690,4222,118639,91284,262143,262143,262143,262143
3517,4672,4247,118692,91257,262143,262143,262143,262143
3518,4688,4208,118733,91312,262143,262143,262143,262143
3519,4730,4216,118795,91245,262143,262143,262143,262143
3520,4691,4242,118858,91296,262143,262143,262143,262143
3521,4719,4183,118844,91306,262143,262143,262143,262143
3522,4686,4217,118917,91346,262143,262143,262143,262143
3523,4641,4246,118975,91368,262143,262143,262143,262143
3524,4659,4217,118996,91352,262143,262143,262143,262143
3525,4704,4203,118964,91273,262143,262143,262143,262143
3526,4665,4241,118721,91212,262143,262143,262143,262143
3527,4679,4175,118553,91237,262143,262143,262143,262143
3528,4695,4241,118634,91216,262143,262143,262143,262143
3529,4672,4219,118586,91167,262143,262143,262143,262143
3530,4711,4209,118599,91192,262143,262143,262143,262143
3531,4642,4217,118599,91157,262143,262143,262143,262143
3532,4669,4255,118655,91209,262143,262143,262143,262143
3533,4683,4220,118649,91196,262143,262143,262143,262143
3534,4668,4226,118616,91226,262143,262143,262143,262143
3535,4725,4222,118708,91252,262143,262143,262143,262143
3536,4669,4224,118743,91247,262143,262143,262143,262143
3537,4723,4208,118798,91295,262143,262143,262143,262143
3538,4697,4259,118849,91256,262143,262143,262143,262143
3539,4709,4199,118890,91248,262143,262143,262143,262143
3540,4680,4198,118973,91280,262143,262143,262143,262143
3541,4687,4210,118956,91329,262143,262143,262143,262143
3542,4649,4235,119065,91291,262143,262143,262143,262143
3543,4707,4204,119093,91340,262143,262143,262143,262143
3544,4659,4250,119144,91368,262143,262143,262143,262143
3545,4672,4225,119196,91407,262143,262143,262143,262143
3546,4643,4236,119280,91390,262143,262143,262143,262143
3547,4683,4209,119319,91424,262143,262143,262143,262143
3548,4645,4225,119183,91317,262143,262143,262143,262143
3549,4680,4230,118902,91255,262143,262143,262143,262143
3550,4706,4189,118868,91287,262143,262143,262143,262143
3551,4671,4239,118886,91288,262143,262143,262143,262143
3552,4675,4221,118980,91251,262143,262143,262143,262143
3553,4697,4189,118997,91298,262143,262143,262143,262143
3554,4708,4224,118987,91336,262143,262143,262143,262143
3555,4662,4215,119088,91345,262143,262143,262143,262143
3556,4699,4200,119131,91372,262143,262143,262143,262143
3557,4662,4241,119168,91311,262143,262143,262143,262143
3558,4640,4219,119216,91372,262143,262143,262143,262143
3559,4657,4239,119213,91380,262143,262143,262143,262143
3560,4679,4229,119324,91412,262143,262143,262143,262143
3561,4682,4234,119368,91398,262143,262143,262143,262143
3562,4655,4220,119370,91442,262143,262143,262143,262143
3563,4703,4204,119489,91415,262143,262143,262143,262143
3564,4661,4224,119522,91508,262143,262143,262143,262143
3565,4662,4230,119575,91400,262143,262143,262143,262143
3566,4636,4230,119322,91360,262143,262143,262143,262143
3567,4677,4233,119126,91368,262143,262143,262143,262143
3568,4710,4253,119134,91364,262143,262143,262143,262143
3569,4686,4231,119200,91303,262143,262143,262143,262143
3570,4709,4198,119175,91352,262143,262143,262143,262143
3571,4675,4245,119153,91378,262143,262143,262143,262143
3572,4699,4229,119261,91378,262143,262143,262143,262143
