SEQ,IR1,RED1,IR2,RED2,IR3,RED3,IR4,RED4
1711,4769,4272,117314,91553,262143,262143,262143,262143
1712,4728,4289,117053,91470,262143,262143,262143,262143
1713,4767,4255,116867,91358,262143,262143,262143,262143
1714,4733,4294,116781,91367,262143,262143,262143,262143
1715,4743,4247,116644,91365,262143,262143,262143,262143
1716,4761,4311,116598,91334,262143,262143,262143,262143
1717,4749,4273,116612,91323,262143,262143,262143,262143
1718,4678,4297,116635,91369,262143,262143,262143,262143
1719,4712,4284,116614,91404,262143,262143,262143,262143
1720,4701,4278,116660,91368,262143,262143,262143,262143
1721,4703,4234,116648,91408,262143,262143,262143,262143
1722,4698,4302,116767,91424,262143,262143,262143,262143
1723,4714,4264,116798,91467,262143,262143,262143,262143
1724,4689,4278,116847,91408,262143,262143,262143,262143
1725,4717,4239,116941,91476,262143,262143,262143,262143
1726,4731,4309,116964,91491,262143,262143,262143,262143
1727,4726,4271,116975,91511,262143,262143,262143,262143
1728,4758,4282,117046,91543,262143,262143,262143,262143
1729,4739,4282,117143,91543,262143,262143,262143,262143
1730,4736,4301,116921,91374,262143,262143,262143,262143
1731,4768,4267,116656,91380,262143,262143,262143,262143
1732,4734,4289,116524,91302,262143,262143,262143,262143
1733,4734,4293,116400,91293,262143,262143,262143,262143
1734,4754,4312,116313,91238,262143,262143,262143,262143
1735,4727,4245,116245,91307,262143,262143,262143,262143
1736,4694,4280,116309,91271,262143,262143,262143,262143
1737,4707,4232,116363,91301,262143,262143,262143,262143
1738,4727,4286,116298,91328,262143,262143,262143,262143
1739,4699,4265,116383,91385,262143,262143,262143,262143
1740,4726,4271,116442,91330,262143,262143,262143,262143
1741,4703,4240,116497,91429,262143,262143,262143,262143
1742,4754,4277,116591,91407,262143,262143,262143,262143
1743,4706,4288,116663,91472,262143,262143,262143,262143
1744,4723,4277,116738,91419,262143,262143,262143,262143
1745,4704,4284,116788,91482,262143,262143,262143,262143
1746,4724,4318,116816,91468,262143,262143,262143,262143
1747,4735,4255,116877,91531,262143,262143,262143,262143
1748,4770,4279,116989,91532,262143,262143,262143,262143
1749,4711,4297,116960,91493,262143,262143,262143,262143
1750,4733,4274,116335,91335,262143,262143,262143,262143
1751,4718,4270,116256,91248,262143,262143,262143,262143
1752,4692,4268,116173,91324,262143,262143,262143,262143
1753,4694,4271,116245,91306,262143,262143,262143,262143
1754,4749,4263,116269,91352,262143,262143,262143,262143
1755,4697,4267,116308,91288,262143,262143,262143,262143
1756,4730,4269,116349,91354,262143,262143,262143,262143
1757,4677,4288,116441,91376,262143,262143,262143,262143
1758,4709,4289,116418,91398,262143,262143,262143,262143
1759,4679,4282,116569,91412,262143,262143,262143,262143
1760,4751,4261,116568,91461,262143,262143,262143,262143
1761,4708,4271,116669,91477,262143,262143,262143,262143
1762,4763,4265,116727,91467,262143,262143,262143,262143
1763,4701,4281,116816,91497,262143,262143,262143,262143
1764,4750,4271,116833,91534,262143,262143,262143,262143
1765,4719,4280,116929,91537,262143,262143,262143,262143
1766,4725,4280,117016,91599,262143,262143,262143,262143
1767,4743,4319,117057,91543,262143,262143,262143,262143
1768,4753,4267,116783,91480,262143,262143,262143,262143
1769,4759,4310,116583,91382,262143,262143,262143,262143
1770,4732,4234,116541,91391,262143,262143,262143,262143
1771,4700,4302,116456,91338,262143,262143,262143,262143
1772,4710,4262,116319,91354,262143,262143,262143,262143
1773,4737,4268,116363,91388,262143,262143,262143,262143
1774,4682,4293,116365,91384,262143,262143,262143,262143
1775,4713,4241,116442,91346,262143,262143,262143,262143
1776,4707,4274,116450,91408,262143,262143,262143,262143
1777,4703,4276,116483,91423,262143,262143,262143,262143
1778,4744,4250,116502,91454,262143,262143,262143,262143
1779,4722,4272,116594,91476,262143,262143,262143,262143
1780,4677,4282,116602,91485,262143,262143,262143,262143
1781,4754,4285,116706,91521,262143,262143,262143,262143
1782,4729,4294,116751,91523,262143,262143,262143,262143
1783,4752,4258,116823,91532,262143,262143,262143,262143
1784,4751,4286,116887,91564,262143,262143,262143,262143
1785,4745,4260,116976,91537,262143,262143,262143,262143
1786,4750,4286,117054,91606,262143,262143,262143,262143
1787,4773,4285,117028,91584,262143,262143,262143,262143
1788,4706,4292,116793,91458,262143,262143,262143,262143
1789,4725,4299,116562,91401,262143,262143,262143,262143
1790,4666,4273,116552,91399,262143,262143,262143,262143
1791,4730,4255,116397,91379,262143,262143,262143,262143
1792,4705,4297,116357,91405,262143,262143,262143,262143
1793,4670,4276,116371,91399,262143,262143,262143,262143
1794,4704,4312,116400,91410,262143,262143,262143,262143
1795,4704,4305,116405,91442,262143,262143,262143,262143
1796,4710,4248,116463,91422,262143,262143,262143,262143
1797,4741,4272,116451,91431,262143,262143,262143,262143
1798,4743,4253,116586,91447,262143,262143,262143,262143
1799,4758,4278,116592,91497,262143,262143,262143,262143
1800,4709,4295,116812,91528,262143,262143,262143,262143
1801,4741,4298,116913,91571,262143,262143,262143,262143
1802,4783,4277,116949,91580,262143,262143,262143,262143
1803,4747,4313,117048,91607,262143,262143,262143,262143
1804,4765,4253,117075,91581,262143,262143,262143,262143
1805,4715,4264,117137,91605,262143,262143,262143,262143
1806,4713,4275,116832,91487,262143,262143,262143,262143
1807,4672,4261,116633,91467,262143,262143,262143,262143
1808,4738,4268,116523,91441,262143,262143,262143,262143
1809,4663,4279,116419,91384,262143,262143,262143,262143
1810,4740,4280,116374,91342,262143,262143,262143,262143
1811,4695,4285,116254,91380,262143,262143,262143,262143
1812,4705,4281,116346,91431,262143,262143,262143,262143
1813,4703,4312,116377,91400,262143,262143,262143,262143
1814,4719,4263,116376,91440,262143,262143,262143,262143
1815,4700,4272,116458,91465,262143,262143,262143,262143
1816,4712,4274,116502,91428,262143,262143,262143,262143
1817,4703,4301,116606,91479,262143,262143,262143,262143
1818,4763,4288,116580,91504,262143,262143,262143,262143
1819,4712,4293,116713,91510,262143,262143,262143,262143
1820,4779,4280,116759,91567,262143,262143,262143,262143
1821,4721,4290,116840,91548,262143,262143,262143,262143
1822,4738,4319,116888,91618,262143,262143,262143,262143
1823,4740,4301,116979,91602,262143,262143,262143,262143
1824,4721,4252,117023,91636,262143,262143,262143,262143
1825,4678,4302,117123,91637,262143,262143,262143,262143
1826,4720,4269,117024,91579,262143,262143,262143,262143
1827,4661,4287,116784,91508,262143,262143,262143,262143
1828,4702,4269,116623,91423,262143,262143,262143,262143
1829,4703,4283,116598,91447,262143,262143,262143,262143
1830,4717,4276,116506,91398,262143,262143,262143,262143
1831,4683,4315,116509,91425,262143,262143,262143,262143
1832,4709,4274,116456,91448,262143,262143,262143,262143
1833,4761,4253,116547,91480,262143,262143,262143,262143
1834,4699,4286,116579,91423,262143,262143,262143,262143
1835,4726,4319,116602,91475,262143,262143,262143,262143
1836,4731,4258,116615,91524,262143,262143,262143,262143
1837,4743,4321,116708,91504,262143,262143,262143,262143
1838,4740,4296,116801,91512,262143,262143,262143,262143
1839,4730,4304,116794,91551,262143,262143,262143,262143
1840,4750,4248,116870,91603,262143,262143,262143,262143
1841,4767,4292,116921,91589,262143,262143,262143,262143
1842,4726,4282,116987,91577,262143,262143,262143,262143
1843,4685,4289,116994,91608,262143,262143,262143,262143
1844,4699,4281,117146,91623,262143,262143,262143,262143
1845,4663,4281,117127,91647,262143,262143,262143,262143
1846,4733,4265,117079,91588,262143,262143,262143,262143
1847,4676,4283,116782,91454,262143,262143,262143,262143
1848,4726,4240,116658,91467,262143,262143,262143,262143
1849,4723,4288,116602,91479,262143,262143,262143,262143
1850,4706,4269,116599,91471,262143,262143,262143,262143
1851,4681,4290,116630,91473,262143,262143,262143,262143
1852,4713,4302,116693,91479,262143,262143,262143,262143
1853,4731,4286,116719,91547,262143,262143,262143,262143
1854,4769,4269,116798,91497,262143,262143,262143,262143
1855,4712,4284,116847,91553,262143,262143,262143,262143
1856,4716,4259,116864,91539,262143,262143,262143,262143
1857,4764,4285,116944,91596,262143,262143,262143,262143
1858,4752,4317,117039,91647,262143,262143,262143,262143
1859,4736,4280,117076,91650,262143,262143,262143,262143
1860,4694,4278,117150,91602,262143,262143,262143,262143
1861,4699,4250,117236,91662,262143,262143,262143,262143
1862,4667,4276,117237,91704,262143,262143,262143,262143
1863,4685,4278,117321,91663,262143,262143,262143,262143
1864,4702,4302,117078,91515,262143,262143,262143,262143
1865,4713,4263,116769,91502,262143,262143,262143,262143
1866,4700,4249,116730,91453,262143,262143,262143,262143
1867,4719,4281,116697,91488,262143,262143,262143,262143
1868,4722,4274,116630,91488,262143,262143,262143,262143
1869,4674,4307,116634,91432,262143,262143,262143,262143
1870,4707,4289,116697,91469,262143,262143,262143,262143
1871,4701,4313,116661,91501,262143,262143,262143,262143
1872,4715,4261,116716,91509,262143,262143,262143,262143
1873,4759,4282,116718,91520,262143,262143,262143,262143
1874,4722,4255,116823,91535,262143,262143,262143,262143
1875,4751,4273,116856,91559,262143,262143,262143,262143
1876,4714,4313,116933,91574,262143,262143,262143,262143
1877,4703,4282,116975,91623,262143,262143,262143,262143
1878,4680,4280,117051,91583,262143,262143,262143,262143
1879,4721,4274,117146,91625,262143,262143,262143,262143
1880,4663,4296,117126,91656,262143,262143,262143,262143
1881,4706,4275,117251,91662,262143,262143,262143,262143
1882,4698,4273,117356,91685,262143,262143,262143,262143
1883,4737,4272,117352,91712,262143,262143,262143,262143
1884,4724,4281,117474,91673,262143,262143,262143,262143
1885,4689,4282,117249,91608,262143,262143,262143,262143
1886,4685,4279,116963,91504,262143,262143,262143,262143
1887,4734,4263,116901,91545,262143,262143,262143,262143
1888,4693,4300,116862,91498,262143,262143,262143,262143
1889,4734,4283,116773,91520,262143,262143,262143,262143
1890,4710,4310,116805,91514,262143,262143,262143,262143
1891,4722,4258,116866,91570,262143,262143,262143,262143
1892,4710,4305,116908,91504,262143,262143,262143,262143
1893,4727,4285,116923,91556,262143,262143,262143,262143
1894,4693,4298,116971,91572,262143,262143,262143,262143
1895,4717,4290,117020,91627,262143,262143,262143,262143
1896,4695,4302,117093,91579,262143,262143,262143,262143
1897,4713,4240,117120,91645,262143,262143,262143,262143
1898,4707,4292,117195,91637,262143,262143,262143,262143
1899,4694,4281,117237,91652,262143,262143,262143,262143
1900,4704,4274,117429,91725,262143,262143,262143,262143
1901,4693,4310,117522,91788,262143,262143,262143,262143
1902,4713,4246,117576,91778,262143,262143,262143,262143
1903,4694,4315,117622,91764,262143,262143,262143,262143
1904,4710,4254,117315,91620,262143,262143,262143,262143
1905,4723,4303,117042,91582,262143,262143,262143,262143
1906,4728,4297,117117,91583,262143,262143,262143,262143
1907,4713,4294,117051,91598,262143,262143,262143,262143
1908,4694,4269,117047,91569,262143,262143,262143,262143
1909,4718,4329,117039,91617,262143,262143,262143,262143
1910,4721,4258,117140,91622,262143,262143,262143,262143
1911,4753,4277,117139,91653,262143,262143,262143,262143
1912,4662,4273,117170,91603,262143,262143,262143,262143
1913,4721,4257,117210,91659,262143,262143,262143,262143
1914,4682,4274,117261,91683,262143,262143,262143,262143
1915,4705,4230,117300,91724,262143,262143,262143,262143
1916,4706,4278,117386,91717,262143,262143,262143,262143
1917,4667,4251,117408,91743,262143,262143,262143,262143
1918,4690,4289,117504,91763,262143,262143,262143,262143
1919,4684,4295,117529,91812,262143,262143,262143,262143
1920,4675,4277,117618,91766,262143,262143,262143,262143
1921,4706,4257,117712,91823,262143,262143,262143,262143
1922,4732,4270,117516,91681,262143,262143,262143,262143
1923,4658,4255,117263,91622,262143,262143,262143,262143
1924,4716,4280,117154,91642,262143,262143,262143,262143
1925,4681,4296,117239,91628,262143,262143,262143,262143
1926,4727,4265,117183,91661,262143,262143,262143,262143
1927,4701,4319,117247,91712,262143,262143,262143,262143
1928,4718,4283,117275,91686,262143,262143,262143,262143
1929,4752,4283,117274,91641,262143,262143,262143,262143
1930,4701,4276,117307,91683,262143,262143,262143,262143
1931,4695,4235,117307,91718,262143,262143,262143,262143
1932,4700,4281,117409,91742,262143,262143,262143,262143
1933,4696,4248,117474,91706,262143,262143,262143,262143
1934,4685,4271,117500,91706,262143,262143,262143,262143
1935,4689,4304,117576,91776,262143,262143,262143,262143
1936,4691,4269,117572,91778,262143,262143,262143,262143
1937,4663,4286,117662,91811,262143,262143,262143,262143
1938,4693,4269,117740,91815,262143,262143,262143,262143
1939,4709,4241,117491,91681,262143,262143,262143,262143
1940,4683,4279,117194,91658,262143,262143,262143,262143
1941,4684,4315,117151,91635,262143,262143,262143,262143
1942,4709,4280,117131,91587,262143,262143,262143,262143
1943,4671,4285,117169,91632,262143,262143,262143,262143
1944,4708,4264,117161,91630,262143,262143,262143,262143
1945,4699,4318,117228,91662,262143,262143,262143,262143
1946,4716,4261,117203,91636,262143,262143,262143,262143
1947,4728,4285,117285,91667,262143,262143,262143,262143
1948,4755,4285,117271,91706,262143,262143,262143,262143
1949,4703,4296,117390,91783,262143,262143,262143,262143
1950,4715,4250,117615,91790,262143,262143,262143,262143
1951,4662,4307,117667,91839,262143,262143,262143,262143
1952,4678,4282,117729,91814,262143,262143,262143,262143
1953,4693,4320,117766,91863,262143,262143,262143,262143
1954,4679,4267,117910,91829,262143,262143,262143,262143
1955,4736,4283,117615,91691,262143,262143,262143,262143
1956,4706,4285,117252,91636,262143,262143,262143,262143
1957,4691,4318,117152,91629,262143,262143,262143,262143
1958,4711,4276,117174,91626,262143,262143,262143,262143
1959,4693,4269,117098,91583,262143,262143,262143,262143
1960,4738,4282,117113,91598,262143,262143,262143,262143
1961,4685,4324,117108,91633,262143,262143,262143,262143
1962,4713,4277,117187,91611,262143,262143,262143,262143
1963,4668,4281,117201,91656,262143,262143,262143,262143
1964,4686,4278,117215,91669,262143,262143,262143,262143
1965,4680,4273,117318,91663,262143,262143,262143,262143
1966,4685,4283,117351,91699,262143,262143,262143,262143
1967,4676,4278,117392,91729,262143,262143,262143,262143
1968,4690,4298,117443,91702,262143,262143,262143,262143
1969,4708,4274,117558,91765,262143,262143,262143,262143
1970,4724,4264,117572,91807,262143,262143,262143,262143
1971,4671,4278,117689,91822,262143,262143,262143,262143
1972,4702,4270,117747,91837,262143,262143,262143,262143
1973,4661,4285,117853,91843,262143,262143,262143,262143
1974,4706,4291,117727,91776,262143,262143,262143,262143
1975,4700,4306,117357,91639,262143,262143,262143,262143
1976,4708,4262,117199,91657,262143,262143,262143,262143
1977,4732,4298,117196,91593,262143,262143,262143,262143
1978,4750,4273,117196,91605,262143,262143,262143,262143
1979,4699,4293,117188,91628,262143,262143,262143,262143
1980,4744,4283,117187,91628,262143,262143,262143,262143
1981,4670,4284,117197,91675,262143,262143,262143,262143
1982,4706,4248,117265,91659,262143,262143,262143,262143
1983,4701,4282,117240,91674,262143,262143,262143,262143
1984,4664,4300,117344,91665,262143,262143,262143,262143
1985,4679,4280,117434,91735,262143,262143,262143,262143
1986,4691,4294,117481,91746,262143,262143,262143,262143
1987,4711,4286,117526,91776,262143,262143,262143,262143
1988,4723,4251,117619,91768,262143,262143,262143,262143
1989,4715,4289,117702,91781,262143,262143,262143,262143
1990,4662,4281,117747,91778,262143,262143,262143,262143
1991,4729,4281,117823,91835,262143,262143,262143,262143
1992,4689,4284,117861,91883,262143,262143,262143,262143
1993,4678,4290,117964,91879,262143,262143,262143,262143
1994,4714,4309,118044,91862,262143,262143,262143,262143
1995,4732,4272,117725,91776,262143,262143,262143,262143
1996,4748,4287,117482,91678,262143,262143,262143,262143
1997,4679,4294,117514,91707,262143,262143,262143,262143
1998,4731,4308,117524,91694,262143,262143,262143,262143
1999,4733,4264,117494,91713,262143,262143,262143,262143
2000,4705,4258,117618,91752,262143,262143,262143,262143
2001,4674,4274,117629,91787,262143,262143,262143,262143
2002,4707,4288,117734,91788,262143,262143,262143,262143
2003,4704,4282,117761,91816,262143,262143,262143,262143
2004,4695,4305,117882,91831,262143,262143,262143,262143
2005,4743,4282,117976,91820,262143,262143,262143,262143
2006,4688,4282,118021,91831,262143,262143,262143,262143
2007,4758,4274,118073,91885,262143,262143,262143,262143
2008,4698,4297,118144,91917,262143,262143,262143,262143
2009,4732,4273,118201,91917,262143,262143,262143,262143
2010,4698,4253,118291,91967,262143,262143,262143,262143
2011,4737,4274,118362,91976,262143,262143,262143,262143
2012,4656,4284,118459,91936,262143,262143,262143,262143
2013,4730,4258,118484,91958,262143,262143,262143,262143
2014,4694,4302,118495,91913,262143,262143,262143,262143
2015,4706,4247,118096,91876,262143,262143,262143,262143
2016,4721,4279,118088,91847,262143,262143,262143,262143
2017,4669,4284,118187,91883,262143,262143,262143,262143
2018,4705,4306,118162,91909,262143,262143,262143,262143
2019,4718,4246,118215,91942,262143,262143,262143,262143
2020,4702,4311,118278,91908,262143,262143,262143,262143
2021,4719,4265,118270,91945,262143,262143,262143,262143
2022,4739,4282,118347,91951,262143,262143,262143,262143
2023,4664,4290,118408,91928,262143,262143,262143,262143
2024,4717,4312,118454,91945,262143,262143,262143,262143
2025,4734,4246,118513,91992,262143,262143,262143,262143
2026,4734,4283,118522,92005,262143,262143,262143,262143
2027,4695,4264,118563,92026,262143,262143,262143,262143
2028,4736,4281,118636,92047,262143,262143,262143,262143
2029,4691,4295,118687,92061,262143,262143,262143,262143
2030,4713,4250,118768,92075,262143,262143,262143,262143
2031,4704,4277,118855,92062,262143,262143,262143,262143
2032,4712,4314,118881,92127,262143,262143,262143,262143
2033,4700,4256,118952,92090,262143,262143,262143,262143
2034,4740,4271,119007,92157,262143,262143,262143,262143
2035,4657,4285,118820,91990,262143,262143,262143,262143
2036,4698,4307,118636,91983,262143,262143,262143,262143
2037,4712,4257,118681,92035,262143,262143,262143,262143
2038,4726,4283,118686,92046,262143,262143,262143,262143
2039,4691,4285,118778,92043,262143,262143,262143,262143
2040,4666,4293,118774,92084,262143,262143,262143,262143
2041,4711,4276,118848,92068,262143,262143,262143,262143
2042,4701,4288,118854,92116,262143,262143,262143,262143
2043,4730,4239,118891,92055,262143,262143,262143,262143
2044,4700,4250,118949,92142,262143,262143,262143,262143
2045,4683,4275,119014,92118,262143,262143,262143,262143
2046,4673,4291,119007,92128,262143,262143,262143,262143
2047,4723,4251,119133,92143,262143,262143,262143,262143
2048,4687,4274,119090,92168,262143,262143,262143,262143
2049,4688,4280,119169,92134,262143,262143,262143,262143
2050,4724,4259,119328,92210,262143,262143,262143,262143
2051,4667,4284,119324,92247,262143,262143,262143,262143
2052,4723,4251,119430,92273,262143,262143,262143,262143
2053,4697,4318,119449,92183,262143,262143,262143,262143
2054,4710,4247,119200,92129,262143,262143,262143,262143
2055,4727,4310,118980,92138,262143,262143,262143,262143
2056,4712,4281,119131,92148,262143,262143,262143,262143
2057,4711,4286,119162,92185,262143,262143,262143,262143
2058,4734,4252,119204,92138,262143,262143,262143,262143
2059,4684,4307,119220,92138,262143,262143,262143,262143
2060,4698,4236,119253,92230,262143,260070,262143,262143
2061,4702,4275,119275,92162,262143,243896,262143,262143
2062,4673,4260,119292,92196,262143,226943,262143,262143
2063,4666,4287,119336,92174,247564,207457,262143,262143
2064,4701,4291,119353,92233,209605,169042,262143,262143
2065,4717,4255,119391,92195,155610,85991,262143,262143
2066,4686,4296,119460,92243,69766,34228,262143,262143
2067,4692,4279,119453,92252,42677,29089,262143,262143
2068,4698,4239,119471,92282,100731,25749,262143,262143
2069,4731,4299,119560,92284,97797,22469,262143,262143
2070,4710,4275,119601,92295,94549,21437,262143,262143
2071,4668,4288,119633,92331,94570,21696,262143,262143
2072,4706,4299,119714,92274,96103,22828,262143,262143
2073,4693,4287,119722,92324,101252,25829,262143,262143
2074,4704,4285,119743,92355,112104,34181,262143,262143
2075,4731,4273,119623,92228,120392,37079,262143,262143
2076,4693,4241,119318,92198,123858,37943,262143,262143
2077,4735,4277,119351,92223,123920,38256,262143,262143
2078,4693,4288,119441,92239,123485,39571,262143,262143
2079,4722,4261,119457,92263,126771,44523,262143,262143
2080,4692,4306,119473,92244,130138,49090,262143,262143
2081,4688,4283,119516,92209,128564,51865,262143,262143
2082,4685,4288,119526,92250,121644,56544,262143,262143
2083,4720,4270,119492,92222,121948,56767,262143,262143
2084,4677,4263,119583,92279,130188,62238,262143,262143
2085,4739,4270,119599,92267,138099,70433,262143,262143
2086,4704,4299,119658,92243,148597,78658,262143,262143
2087,4732,4254,119628,92280,154044,81735,262143,262143
2088,4701,4321,119670,92314,154991,81685,262143,262143
2089,4711,4273,119708,92244,153997,79422,262143,262143
2090,4704,4312,119774,92285,156052,82438,262143,262143
2091,4737,4282,119767,92278,162349,83291,262143,262143
2092,4678,4278,119851,92305,164248,85246,262143,262143
2093,4725,4274,119825,92304,167555,87754,262143,262143
2094,4718,4264,119956,92332,165782,93195,262143,262143
2095,4681,4281,119816,92236,165905,99741,262143,262143
2096,4686,4266,119515,92135,166687,110480,262143,262143
2097,4736,4268,119437,92166,180671,143003,262143,262143
2098,4689,4285,119451,92207,223979,189370,262143,262143
2099,4690,4297,119556,92186,261112,248508,262143,262143
2100,4698,4286,119633,92199,262143,262143,262143,262143
2101,4694,4324,119616,92265,262143,262143,262143,262143
2102,4715,4264,119657,92199,262143,262143,262143,262143
2103,4688,4270,119714,92281,262143,262143,262143,262143
2104,4710,4281,119739,92214,262143,262143,262143,262143
2105,4691,4292,119806,92254,262143,262143,262143,262143
2106,4734,4289,119747,92260,262143,262143,262143,262143
2107,4721,4264,119815,92259,262143,262143,262143,262143
2108,4670,4263,119868,92270,262143,262143,262143,262143
2109,4707,4309,119869,92318,262143,262143,262143,262143
2110,4712,4243,119947,92268,262143,262143,262143,262143
2111,4696,4289,119947,92325,262143,262143,262143,262143
2112,4732,4267,119744,92160,262143,262143,262143,262143
2113,4694,4309,119536,92170,262143,262143,262143,262143
2114,4720,4240,119492,92199,262143,262143,262143,262143
2115,4725,4321,119561,92203,262143,262143,262143,262143
2116,4710,4274,119612,92196,262143,262143,262143,262143
2117,4712,4303,119577,92195,262143,262143,262143,262143
2118,4743,4261,119700,92192,262143,262143,262143,262143
2119,4723,4285,119631,92243,262143,262143,262143,262143
2120,4700,4323,119693,92181,262143,262143,262143,262143
2121,4726,4289,119678,92240,262143,262143,262143,262143
2122,4737,4255,119719,92234,262143,262143,262143,262143
2123,4727,4314,119736,92263,262143,262143,262143,262143
2124,4701,4278,119809,92234,262143,262143,262143,262143
2125,4706,4301,119816,92310,262143,262143,262143,262143
2126,4684,4295,119877,92275,262143,262143,262143,262143
2127,4715,4283,119861,92290,262143,262143,262143,262143
2128,4714,4253,119903,92321,262143,262143,262143,262143
2129,4731,4274,119946,92276,262143,262143,262143,262143
2130,4686,4287,119748,92171,262143,262143,262143,262143
2131,4676,4284,119564,92178,262143,262143,262143,262143
2132,4728,4281,119643,92196,262143,262143,262143,262143
2133,4699,4314,119607,92210,262143,262143,262143,262143
2134,4719,4280,119684,92183,262143,262143,262143,262143
2135,4753,4270,119729,92189,262143,262143,262143,262143
2136,4706,4286,119731,92244,262143,262143,262143,262143
2137,4716,4277,119731,92209,262143,262143,262143,262143
2138,4720,4296,119752,92263,262143,262143,262143,262143
2139,4716,4320,119775,92248,262143,262143,262143,262143
2140,4729,4272,119803,92293,262143,262143,262143,262143
2141,4743,4292,119867,92274,262143,262143,262143,262143
2142,4705,4288,119878,92236,262143,262143,262143,262143
2143,4678,4279,119929,92278,262143,262143,262143,262143
2144,4718,4294,119880,92284,262143,262143,262143,262143
2145,4721,4242,119919,92299,262143,262143,262143,262143
2146,4728,4281,119926,92253,262143,262143,262143,262143
2147,4700,4267,119660,92187,262143,262143,262143,262143
2148,4708,4294,119532,92162,262143,262143,262143,262143
2149,4677,4292,119631,92149,262143,262143,262143,262143
2150,4716,4298,119659,92214,262143,262143,262143,262143
2151,4732,4308,119702,92165,262143,262143,262143,262143
2152,4732,4286,119680,92244,262143,262143,262143,262143
2153,4757,4274,119741,92209,262143,262143,262143,262143
2154,4740,4312,119744,92225,262143,262143,262143,262143
2155,4751,4252,119833,92260,262143,262143,262143,262143
2156,4728,4241,119831,92227,262143,262143,262143,262143
2157,4720,4280,119892,92248,262143,262143,262143,262143
2158,4682,4278,119874,92273,262143,262143,262143,262143
2159,4728,4270,119891,92264,262143,262143,262143,262143
2160,4698,4290,119868,92239,262143,262143,262143,262143
2161,4715,4261,119638,92107,262143,262143,262143,262143
2162,4704,4317,119537,92160,262143,262143,262143,262143
2163,4714,4279,119581,92131,262143,262143,262143,262143
2164,4688,4290,119529,92161,262143,262143,262143,262143
2165,4720,4289,119595,92133,262143,262143,262143,262143
2166,4689,4288,119595,92159,262143,262143,262143,262143
2167,4725,4288,119638,92125,262143,262143,262143,262143
2168,4702,4306,119618,92200,262143,262143,262143,262143
2169,4728,4279,119666,92136,262143,262143,262143,262143
2170,4698,4284,119717,92163,262143,262143,262143,262143
2171,4747,4278,119696,92184,262143,262143,262143,262143
2172,4737,4260,119718,92148,262143,262143,262143,262143
2173,4741,4293,119703,92174,262143,262143,262143,262143
2174,4702,4285,119781,92180,262143,262143,262143,262143
2175,4723,4275,119779,92158,262143,262143,262143,262143
2176,4671,4271,119618,92103,262143,262143,262143,262143
2177,4721,4313,119451,92018,262143,262143,262143,262143
2178,4720,4303,119367,92057,262143,262143,262143,262143
2179,4717,4256,119390,92047,262143,262143,262143,262143
2180,4683,4298,119384,92044,262143,262143,262143,262143
2181,4713,4293,119392,92053,262143,262143,262143,262143
2182,4689,4292,119383,92063,262143,262143,262143,262143
2183,4745,4256,119419,92037,262143,262143,262143,262143
2184,4716,4284,119358,92045,262143,262143,262143,262143
2185,4729,4245,119432,92069,262143,262143,262143,262143
2186,4758,4293,119485,92031,262143,262143,262143,262143
2187,4736,4278,119449,92088,262143,262143,262143,262143
2188,4756,4291,119513,92069,262143,262143,262143,262143
2189,4717,4284,119576,92055,262143,262143,262143,262143
2190,4711,4292,119550,92088,262143,262143,262143,262143
2191,4748,4312,119615,92061,262143,262143,262143,262143
2192,4703,4293,119396,92002,262143,262143,262143,262143
2193,4699,4303,119232,91911,262143,262143,262143,262143
2194,4735,4283,119242,91980,262143,262143,262143,262143
2195,4712,4251,119243,91917,262143,262143,262143,262143
2196,4750,4280,119287,91962,262143,262143,262143,262143
2197,4717,4306,119290,91955,262143,262143,262143,262143
2198,4726,4296,119230,91952,262143,262143,262143,262143
2199,4736,4253,119283,91989,262143,262143,262143,262143
2200,4714,4312,119374,91940,262143,262143,262143,262143
2201,4722,4278,119376,91991,262143,262143,262143,262143
2202,4763,4279,119430,92005,262143,262143,262143,262143
2203,4700,4292,119427,92026,262143,262143,262143,262143
2204,4739,4266,119500,92039,262143,262143,262143,262143
2205,4749,4291,119413,91954,262143,262143,262143,262143
2206,4728,4261,119191,91916,262143,262143,262143,262143
2207,4756,4314,119116,91844,262143,262143,262143,262143
2208,4736,4267,119149,91889,262143,262143,262143,262143
2209,4668,4291,119111,91911,262143,262143,262143,262143
2210,4740,4254,119163,91867,262143,262143,262143,262143
2211,4706,4292,119115,91909,262143,262143,262143,262143
2212,4724,4257,119146,91896,262143,262143,262143,262143
2213,4697,4319,119169,91929,262143,262143,262143,262143
2214,4724,4281,119208,91856,262143,262143,262143,262143
2215,4688,4299,119230,91910,262143,262143,262143,262143
2216,4725,4281,119248,91868,262143,262143,262143,262143
2217,4707,4308,119303,91915,262143,262143,262143,262143
2218,4734,4283,119318,91934,262143,262143,262143,262143
2219,4759,4293,119300,91934,262143,262143,262143,262143
2220,4731,4289,119368,91887,262143,262143,262143,262143
2221,4765,4322,119238,91847,262143,262143,262143,262143
2222,4752,4253,118977,91793,262143,262143,262143,262143
2223,4758,4297,118973,91799,262143,262143,262143,262143
2224,4746,4275,118961,91785,262143,262143,262143,262143
2225,4748,4296,118975,91795,262143,262143,262143,262143
2226,4703,4297,118968,91766,262143,262143,262143,262143
2227,4680,4277,119014,91786,262143,262143,262143,262143
