time,IR,RED
83.6,226621,216893
83.62,226556,216859
83.64,226314,216849
83.66,225986,216807
83.68,225635,216551
83.7,225230,216496
83.72,224971,216493
83.74,224761,216230
83.76,224500,216219
83.78,224333,216282
83.8,224154,216080
83.82,224163,216048
83.84,223934,216178
83.86,224029,216091
83.88,224225,216044
83.9,224143,216248
83.92,224236,216182
83.94,224310,216119
83.96,224253,216266
83.98,224242,216218
84,224350,216231
84.02,224340,216272
84.04,224408,216175
84.06,224539,216235
84.08,224478,216376
84.1,224598,216337
84.12,224750,216301
84.14,224749,216460
84.16,224746,216409
84.18,224907,216435
84.2,224988,216512
84.22,225055,216467
84.24,225176,216488
84.26,225177,216601
84.28,225276,216537
84.3,225423,216560
84.32,225448,216695
84.34,225435,216633
84.36,225566,216668
84.38,225633,216710
84.4,225706,216643
84.42,225797,216675
84.44,225888,216768
84.46,225917,216750
84.48,226010,216725
84.5,226111,216858
84.52,226228,216850
84.54,226259,216821
84.56,226269,216903
84.58,226161,216860
84.6,225897,216772
84.62,225500,216700
84.64,225153,216597
84.66,224833,216401
84.68,224505,216353
84.7,224285,216347
84.72,224079,216128
84.74,223883,216110
84.76,223704,216209
84.78,223608,216006
84.8,223559,216030
84.82,223620,215949
84.84,223694,216100
84.86,223765,216099
84.88,223805,216149
84.9,223829,216156
84.92,223854,216196
84.94,223877,216185
84.96,223923,216225
84.98,223955,216210
85,224005,216216
85.02,224114,216401
85.04,224222,216238
85.06,224235,216422
85.08,224316,216315
85.1,224435,216390
85.12,224481,216398
85.14,224522,216414
85.16,224635,216579
85.18,224740,216380
85.2,224805,216537
85.22,224810,216565
85.24,225010,216532
85.26,224991,216706
85.28,225092,216630
85.3,225246,216641
85.32,225296,216767
85.34,225316,216675
85.36,225464,216772
85.38,225539,216830
85.4,225600,216772
85.42,225739,216842
85.44,225737,216961
85.46,225823,216861
85.48,225959,216919
85.5,226021,217020
85.52,226041,216929
85.54,226155,216992
85.56,226258,217074
85.58,226255,217001
85.6,226391,217051
85.62,226409,217153
85.64,226313,217033
85.66,226086,217045
85.68,225670,216960
85.7,225267,216751
85.72,224956,216601
85.74,224499,216622
85.76,224240,216425
85.78,224078,216281
85.8,223681,216368
85.82,223514,216188
85.84,223398,216138
85.86,223242,216170
85.88,223239,215939
85.9,223292,216093
85.92,223360,216011
85.94,223388,216165
85.96,223439,216091
85.98,223453,216187
86,223478,216137
86.02,223495,216223
86.04,223554,216200
86.06,223568,216219
86.08,223677,216384
86.1,223786,216186
86.12,223788,216416
86.14,223826,216268
86.16,223993,216385
86.18,224054,216354
86.2,224093,216404
86.22,224224,216540
86.24,224254,216391
86.26,224361,216560
86.28,224433,216495
86.3,224593,216519
86.32,224580,216675
86.34,224679,216601
86.36,224860,216591
86.38,224803,216799
86.4,224906,216673
86.42,225120,216676
86.44,225032,216879
86.46,225185,216763
86.48,225314,216824
86.5,225370,216912
86.52,225382,216861
86.54,225534,216920
86.56,225618,216990
86.58,225654,216927
86.6,225836,216992
86.62,225843,217084
86.64,225865,216993
86.66,225985,217083
86.68,226084,217111
86.7,226164,217149
86.72,226214,217084
86.74,226245,217190
86.76,226158,217148
86.78,225776,217016
86.8,225448,216970
86.82,225048,216817
86.84,224676,216620
86.86,224361,216575
86.88,224065,216539
86.9,223831,216336
86.92,223512,216310
86.94,223364,216362
86.96,223211,216103
86.98,223118,216179
87,223137,216122
87.02,223172,216202
87.04,223258,216106
87.06,223320,216247
87.08,223366,216160
87.1,223377,216270
87.12,223415,216240
87.14,223459,216313
87.16,223487,216241
87.18,223539,216346
87.2,223581,216341
87.22,223681,216355
87.24,223751,216539
87.26,223868,216389
87.28,223888,216520
87.3,223945,216446
87.32,224060,216527
87.34,224090,216511
87.36,224289,216516
87.38,224294,216711
87.4,224407,216547
87.42,224424,216618
87.44,224539,216763
87.46,224655,216599
87.48,224685,216704
87.5,224782,216877
87.52,224903,216741
87.54,224964,216774
87.56,225052,216967
87.58,225158,216820
87.6,225363,216866
87.62,225303,217039
87.64,225394,216940
87.66,225570,216945
87.68,225522,217138
87.7,225643,217017
87.72,225786,217035
87.74,225730,217187
87.76,225857,217122
87.78,226027,217146
87.8,226060,217261
87.82,226053,217200
87.84,226116,217217
87.86,225944,217224
87.88,225638,217098
87.9,225197,216904
87.92,224851,216864
87.94,224464,216727
87.96,224206,216575
87.98,223926,216540
88,223689,216418
88.02,223426,216304
88.04,223274,216335
88.06,223161,216263
88.08,223188,216117
88.1,223101,216422
88.12,223324,216174
88.14,223299,216466
88.16,223451,216234
88.18,223388,216503
88.2,223496,216271
88.22,223448,216511
88.24,223562,216269
88.26,223520,216531
88.28,223567,216390
88.3,223631,216493
88.32,223698,216431
88.34,223800,216502
88.36,223857,216452
88.38,223941,216535
88.4,223971,216639
88.42,224182,216536
88.44,224159,216720
88.46,224305,216638
88.48,224392,216656
88.5,224446,216827
88.52,224527,216670
88.54,224554,216739
88.56,224694,216872
88.58,224797,216676
88.6,224851,216795
88.62,224917,216981
88.64,225034,216901
88.66,225234,216890
88.68,225161,217086
88.7,225289,217000
88.72,225494,216986
88.74,225444,217182
88.76,225563,217088
88.78,225714,217062
88.8,225723,217234
88.82,225759,217196
88.84,225915,217188
88.86,225971,217308
88.88,226017,217260
88.9,226157,217286
88.92,226190,217405
88.94,226191,217352
88.96,226167,217341
88.98,225933,217313
89,225561,217137
89.02,225094,216952
89.04,224799,216905
89.06,224487,216751
89.08,224160,216625
89.1,223944,216600
89.12,223743,216540
89.14,223561,216424
89.16,223339,216393
89.18,223284,216469
89.2,223319,216290
89.22,223345,216357
89.24,223449,216547
89.26,223522,216390
89.28,223648,216442
89.3,223555,216595
89.32,223593,216399
89.34,223729,216465
89.36,223619,216627
89.38,223692,216506
89.4,223873,216511
89.42,223755,216690
89.44,223888,216564
89.46,224065,216561
89.48,224043,216735
89.5,224128,216666
89.52,224265,216705
89.54,224315,216796
89.56,224289,216747
89.58,224431,216760
89.6,224515,216826
89.62,224547,216778
89.64,224672,216820
89.66,224784,216890
89.68,224818,216849
89.7,224898,216868
89.72,224984,216944
89.74,225105,216924
89.76,225155,216953
89.78,225244,217035
89.8,225354,217006
89.82,225460,217027
89.84,225528,217106
89.86,225600,217189
89.88,225708,217093
89.9,225695,217186
89.92,225824,217320
89.94,225921,217166
89.96,226106,217250
89.98,226062,217426
90,226154,217332
